name,city,rating,rating_count,cost,cuisine,main_city
AB FOODS POINT,ABOHAR,4.5,91.0,₹ 200,"Beverages,Pizzas",
JANTA SWEET HOUSE,ABOHAR,4.5,80.0,₹ 200,"Sweets,Bakery",
THEKA COFFEE DESI,ABOHAR,4.0,300.0,₹ 100,Beverages,
SINGH HUT,ABOHAR,4.0,30.0,₹ 250,"Fast Food,Indian",
GRILL MASTERS,ABOHAR,4.5,91.0,₹ 250,"Italian-American,Fast Food",
SAM UNCLE,ABOHAR,4.0,30.0,₹ 200,Continental,
SHERE PUNJAB VEG,ABOHAR,4.0,300.0,₹ 150,North Indian,
SHRI BALAJI VAISHNO DHABA,ABOHAR,4.5,91.0,₹ 100,North Indian,
HINGLAJ KACHORI BHANDHAR,ABOHAR,4.5,30.0,₹ 100,"Snacks,Chaat",
YUMMY HUB,ABOHAR,4.5,91.0,₹ 200,Indian,
CHAWLA SAAB THE JUICE MASTER,ABOHAR,4.5,91.0,₹ 300,"Juices,Beverages",
SETHI MILK BADAM,ABOHAR,4.5,30.0,₹ 100,"Sweets,Desserts",
SWASTIK DHABA,ABOHAR,4.5,91.0,₹ 200,North Indian,
JODHPURI KACHORI,ABOHAR,4.5,91.0,₹ 100,Snacks,
BHARAWAN DA DHABA,ABOHAR,4.5,80.0,₹ 300,Indian,
TANDOORI NIGHTS,ABOHAR,4.5,91.0,₹ 300,Tandoor,
ROLL EXPRESS,ABOHAR,4.0,30.0,₹ 200,Fast Food,
WAH JI WAAH VEG AND NON VEG CORNER,ABOHAR,4.5,91.0,₹ 200,"North Indian,Chinese",
SHRI BALAJI FAST FOOD AND VARIETY STORE,ABOHAR,4.5,91.0,₹ 100,Indian,
FOODY MOOD,ABOHAR,5.0,30.0,₹ 300,"Fast Food,Chinese",
PUNJABI TADKA,ABOHAR,4.5,91.0,₹ 700,"Punjabi,North Indian",
PUNJABI TADKA CHICKEN HUB,ABOHAR,4.5,91.0,₹ 650,"North Indian,Tandoor",
ROYAL CHICKEN,ABOHAR,4.5,30.0,₹ 200,"Mughlai,North Indian",
JUST BAKED,ABOHAR,4.5,91.0,₹ 300,"Beverages,Pizzas",
PICADO INTERNATIONAL FOOD,ABOHAR,4.5,91.0,₹ 300,"Pizzas,Beverages",
PUBG CAFE,ABOHAR,4.5,91.0,₹ 200,"Chinese,Pizzas",
VERMA DHABA,ABOHAR,4.5,91.0,₹ 300,Indian,
FRESH FOOD CAFE,ABOHAR,4.5,91.0,₹ 150,North Indian,
NAVU PIZZA HOUSE,ABOHAR,4.5,91.0,₹ 300,"Pizzas,Fast Food",
DOMINO'S PIZZA,ABOHAR,4.5,30.0,₹ 400,Pizzas,
JOKER CAFE,ABOHAR,4.5,91.0,₹ 200,Indian,
DEEPAK DHABA,ABOHAR,4.5,91.0,₹ 350,"North Indian,Chinese",
FUN TIME (SHARMA DAIRY),ABOHAR,4.5,91.0,₹ 300,Ice Cream,
PARI HEALTHY FOOD,ABOHAR,4.5,91.0,₹ 300,"Pizzas,American",
BHATTI KI RASOI,ABOHAR,4.5,91.0,₹ 200,North Indian,
SETHI PUNJABI RASOI,ABOHAR,4.5,91.0,₹ 300,Indian,
KURDA RAM DESI GHEE DHABA(ORIGINAL & FAMOUS),ABOHAR,4.5,91.0,₹ 250,North Indian,
PARATHA 24X7,ABOHAR,4.5,91.0,₹ 150,"Indian,Thalis",
NIKKU VEG THALI,ABOHAR,4.5,300.0,₹ 150,North Indian,
PARJAPATI FAST FOOD,ABOHAR,4.5,91.0,₹ 200,"Fast Food,American",
GANESH FAST FOOD,ABOHAR,4.5,91.0,₹ 150,Chaat,
MITRAN DA DHABA,ABOHAR,4.5,91.0,₹ 200,"North Indian,Indian",
THE SUPER CAFE,ABOHAR,4.5,91.0,₹ 250,Beverages,
CHACHA SWEETS HOUSE,ABOHAR,4.5,91.0,₹ 200,"Sweets,Beverages",
CAFE M,ABOHAR,4.5,91.0,₹ 200,"Continental,Snacks",
FRANKIE ROLL JUNCTION,ABOHAR,4.5,91.0,₹ 60,"North Indian,Fast Food",
G.K DHABA,ABOHAR,4.5,91.0,₹ 300,"North Indian,Thalis",
DAYA RAJ VEG VAISHNO DHABA AND  CATERS,ABOHAR,4.5,91.0,₹ 300,"Chinese,Snacks",
JUICY BAR N RESTO,ABOHAR,4.5,91.0,₹ 300,"Beverages,Pizzas",
FRESHUB,ABOHAR,4.5,91.0,₹ 200,Beverages,
THE FOOD FACTORY,ABOHAR,4.5,91.0,₹ 200,"North Indian,South Indian",
MUNNA PUNJABI RASOI,ABOHAR,4.5,91.0,₹ 400,"Chinese,Indian",
GRILL MASTER BY SHARDA ANITA ENTERPRISES,ABOHAR,4.5,91.0,₹ 250,"Fast Food,Italian",
MARUTI PLAZA,ABOHAR,4.5,91.0,₹ 150,"Beverages,Snacks",
NIKKU CHAAP CAFE,ABOHAR,4.5,91.0,₹ 200,"Indian,Chinese",
DK FOOD POINT,ABOHAR,4.5,91.0,₹ 100,Chaat,
TUMMY CLINIK FAST FOOD CORNER,ABOHAR,4.5,91.0,₹ 200,"Snacks,Chinese",
SAGAR FAST FOOD,ABOHAR,4.5,91.0,₹ 200,"North Indian,Fast Food",
SUDESH FAST FOOD,ABOHAR,4.0,30.0,₹ 250,"Bakery,Chinese",
SONU TANDOORI PATIES,ABOHAR,4.5,91.0,₹ 100,North Indian,
BIHARI DA VAISHNO DHABA,ABOHAR,4.0,30.0,₹ 200,North Indian,
SHRI GANESH SWEET HOUSE,ABOHAR,4.5,91.0,₹ 200,Indian,
SHARMA BAKERY,ADILABAD,3.5,30.0,₹ 100,Bakery,
IFC RESTAURANT,ADILABAD,3.5,300.0,₹ 400,American,
AYAPPA FAST FOOD,ADILABAD,4.0,30.0,₹ 100,Chinese,
HOT N CHILL RESTAURANT,ADILABAD,3.5,300.0,₹ 150,"European,Italian",
CHINA KITCHEN FAST FOOD,ADILABAD,3.5,30.0,₹ 150,"Chinese,Fast Food",
DEVI FAMILY RESTAURANT,ADILABAD,3.5,80.0,₹ 400,"Indian,Chinese",
INSTAA FAST FOOD CENTER,ADILABAD,3.5,101.0,₹ 250,"Chinese,Snacks",
HOTEL RADHA GRAND FAMILY RESTAURANT,ADILABAD,3.5,80.0,₹ 200,Biryani,
HOTEL SURABHI GRAND,ADILABAD,4.0,300.0,₹ 300,"Indian,Chinese",
FOOD COURT,ADILABAD,3.5,80.0,₹ 400,"Indian,Chinese",
T-RUCHI,ADILABAD,3.5,101.0,₹ 300,"Sweets,Snacks",
CRUNCHY FAST FOOD CENTRE,ADILABAD,3.5,101.0,₹ 150,"Chinese,Snacks",
8AM TIFFINS,ADILABAD,3.5,101.0,₹ 100,South Indian,
MINERVA ICE CREAM,ADILABAD,4.0,30.0,₹ 250,Desserts,
AYYAPPA MESS,ADILABAD,3.5,101.0,₹ 200,South Indian,
FRUITASTY,ADILABAD,3.5,101.0,₹ 100,"Beverages,Desserts",
LOTUS GRAND FAMILY RESTAURANT,ADILABAD,4.0,80.0,₹ 250,Biryani,
SHAIFAN TIFFIN CENTRE,ADILABAD,3.5,101.0,₹ 110,"Street Food,Indian",
FOOD ON WHEELS,ADILABAD,3.5,101.0,₹ 100,South Indian,
SRI SAI MOM'S KITCHEN RESTAURANT,ADILABAD,3.5,30.0,₹ 400,Biryani,
CHINA KITCHEN RESTAURANT,ADILABAD,3.5,101.0,₹ 250,Chinese,
RENUKA HOTEL,ADILABAD,3.5,30.0,₹ 250,South Indian,
TANISHQ FAMILY RESTAURANT,ADILABAD,4.0,80.0,₹ 250,"Chinese,Indian",
KMC HOTEL,ADILABAD,4.0,30.0,₹ 100,Biryani,
RAMA JUICE AND SHAKES PARLOUR (LASSI N SHAKES ),ADILABAD,3.5,101.0,₹ 150,"Indian,Beverages",
KWALITY WALLS FROZEN DESSERT AND ICE CREAM SHOP,ADITYAPUR,5.0,30.0,₹ 300,Desserts,
LA PINO'Z PIZZA,ADITYAPUR,4.5,800.0,₹ 200,"Pizzas,Fast Food",
CHAW BOX,ADITYAPUR,3.5,300.0,₹ 300,"Chinese,North Indian",
CAFE COFFEE DAY,ADITYAPUR,4.0,80.0,₹ 300,"Beverages,Snacks",
ADITYA INN RESTAURANT,ADITYAPUR,4.0,300.0,₹ 150,"Biryani,Chinese",
TASTE VILLE,ADITYAPUR,4.0,254.0,₹ 100,"North Indian,Indian",
INDIAN BAKERY,ADITYAPUR,3.5,300.0,₹ 200,Bakery,
MANNAT BAKERS,ADITYAPUR,4.0,254.0,₹ 300,Bakery,
CHINA TOWN,ADITYAPUR,4.0,254.0,₹ 200,Chinese,
THE ONYX (PURE VEG),ADITYAPUR,4.0,300.0,₹ 300,"Indian,Chinese",
KI & KA KITCHEN,ADITYAPUR,4.0,254.0,₹ 200,"Chinese,North Indian",
MAGIC MOMO,ADITYAPUR,4.0,254.0,₹ 200,"Chinese,Tandoor",
YES YO MOMO,ADITYAPUR,4.0,254.0,₹ 150,Chinese,
NEW GANGOUR SWEETS (ADITYAPUR),ADITYAPUR,4.0,80.0,₹ 200,South Indian,
NATIONAL BAKERY,ADITYAPUR,4.5,80.0,₹ 399,"Bakery,Snacks",
BAKERY POINT.,ADITYAPUR,4.0,254.0,₹ 200,"Bakery,Snacks",
KFC,ADITYAPUR,4.0,800.0,₹ 400,"American,Snacks",
LUV BITES BAKERY,ADITYAPUR,4.0,254.0,₹ 250,Bakery,
BUDDHA DELIGHT - GAMHARIA,ADITYAPUR,3.5,300.0,₹ 200,"Chinese,Indian",
DOSA PLANET,ADITYAPUR,4.0,800.0,₹ 249,"South Indian,Indian",
SAMBHU DOSA,ADITYAPUR,4.0,254.0,₹ 150,"South Indian,Chinese",
RED OVEN,ADITYAPUR,4.0,254.0,₹ 250,Bakery,
PIZZA HUT,ADITYAPUR,3.5,300.0,₹ 350,Pizzas,
CHAMPARAN TASTE MUTTON CHICKEN,ADITYAPUR,4.0,254.0,₹ 100,North Indian,
JUNCTION,ADITYAPUR,4.0,800.0,₹ 399,"Indian,Chinese",
KOLKATA ROYAL BIRYANI,ADITYAPUR,4.0,800.0,₹ 150,"Biryani,Street Food",
YUMMERICA FRIES,ADITYAPUR,4.0,80.0,₹ 400,"American,Beverages",
TANDOORI HUT,ADITYAPUR,4.5,30.0,₹ 400,"North Indian,Tandoor",
KARIM'S,ADITYAPUR,3.0,30.0,₹ 500,"Snacks,Kebabs",
TANNDOORI HUT,ADITYAPUR,4.0,254.0,₹ 200,"Chinese,Indian",
NEW GANGOUR SWEETS (BISTUPUR),ADITYAPUR,4.5,300.0,₹ 99,Sweets,
MOMO NATION CAFE,ADITYAPUR,4.0,80.0,₹ 200,"Nepalese,Chinese",
NIC NATURAL ICE CREAMS,ADITYAPUR,4.5,800.0,₹ 120,"Ice Cream,Desserts",
HALDIRAM'S PRABHUJI,ADITYAPUR,4.0,300.0,₹ 300,"North Indian,South Indian",
BANARASI PAAN CAFE,ADITYAPUR,4.0,254.0,₹ 100,Paan,
CHOWRINGHEE SQUARE,ADITYAPUR,3.5,30.0,₹ 250,"Biryani,North Indian",
KANYA RESTAURANT,ADITYAPUR,4.5,800.0,₹ 200,"North Indian,Chinese",
DOMINO'S PIZZA,ADITYAPUR,4.5,80.0,₹ 400,Pizzas,
MOTEL MADHUBAN,ADITYAPUR,4.5,300.0,₹ 499,"Indian,Chinese",
BAKER STREET,ADITYAPUR,4.5,300.0,₹ 150,Bakery,
DASAPRAKASH,ADITYAPUR,4.5,300.0,₹ 400,"South Indian,North Indian",
KAILASH PARBATH,ADITYAPUR,4.0,254.0,₹ 400,"Chaat,Biryani",
BIRYANI HOUSE,ADITYAPUR,3.0,30.0,₹ 499,"Biryani,Indian",
LITTLE METRO,ADITYAPUR,4.0,300.0,₹ 200,"North Indian,Chinese",
THE MADRASI HOTEL,ADITYAPUR,4.5,300.0,₹ 299,South Indian,
GRAMEEN KULFI,ADITYAPUR,4.5,300.0,₹ 120,"Ice Cream,Desserts",
ASIAN INN,ADITYAPUR,4.0,3000.0,₹ 399,"Indian,Tandoor",
BIGGIES BURGER,ADITYAPUR,4.0,300.0,₹ 300,"American,Fast Food",
KAVERI (ADITYAPUR),ADITYAPUR,3.5,300.0,₹ 200,Indian,
SCOOPS OF JOY,ADITYAPUR,4.0,254.0,₹ 200,"Ice Cream,Desserts",
SUBWAY,ADITYAPUR,3.5,300.0,₹ 350,"Healthy Food,Salads",
DEEP CHINESE FAST FOOD,ADITYAPUR,4.0,254.0,₹ 200,Chinese,
WHAT'S UP FOOD,ADITYAPUR,4.0,30.0,₹ 200,Chinese,
AUROUS RESTRO LOUNGE,ADITYAPUR,4.0,300.0,₹ 500,"Continental,American",
THE NOVELTY,ADITYAPUR,3.0,30.0,₹ 249,"South Indian,Chinese",
ANAND,ADITYAPUR,4.5,800.0,₹ 299,"South Indian,Indian",
KOLKATA BIRYANI - JUGSALAI,ADITYAPUR,4.0,80.0,₹ 150,Biryani,
MAHI MOMOS,ADITYAPUR,4.0,254.0,₹ 200,Chinese,
THE BAWARCHI,ADITYAPUR,2.5,30.0,₹ 150,"North Indian,Chinese",
BEYOND TEMPTATION,ADITYAPUR,3.5,30.0,₹ 199,"Pizzas,Pastas",
MILANEE S KITCHEN,ADITYAPUR,4.5,300.0,₹ 399,"Bengali,Indian",
AL KARIM FAST FOOD,ADITYAPUR,4.5,300.0,₹ 200,"Street Food,Chinese",
RAJ SWEETS AND SNACKES (SINDHI),ADITYAPUR,4.0,30.0,₹ 200,"Indian,South Indian",
THE MOTI MAHAL,ADITYAPUR,3.5,300.0,₹ 399,"Indian,Chinese",
MANOHAR MAHARAJ & SONS,ADITYAPUR,4.5,80.0,₹ 100,"South Indian,Chaat",
CHINESE INN,ADITYAPUR,4.5,80.0,₹ 399,"Chinese,Indian",
DELLISH,ADITYAPUR,4.0,30.0,₹ 300,"Chinese,Continental",
RAMESH KULFI,ADITYAPUR,3.5,30.0,₹ 200,"Chinese,North Indian",
NEW GANGOUR SWEETS,ADITYAPUR,4.5,80.0,₹ 200,"Sweets,Snacks",
FAKIRA CHANACHUR,ADITYAPUR,4.5,30.0,₹ 199,Snacks,
YASH SIDDHANT TAKEAWAY,ADITYAPUR,4.0,254.0,₹ 100,"South Indian,Chinese",
SEHAT WORLD,ADITYAPUR,4.0,30.0,₹ 50,"Beverages,Italian",
BRUBECK BAKERY,ADITYAPUR,4.5,300.0,₹ 200,"Bakery,Desserts",
ANNAPURNA,ADITYAPUR,4.5,30.0,₹ 200,"Chinese,Tandoor",
THE CHOCOLATE ROOM,ADITYAPUR,4.0,30.0,₹ 400,"Bakery,Beverages",
LE BON,ADITYAPUR,4.5,300.0,₹ 399,"Bakery,Pizzas",
FOODIE BABA,ADITYAPUR,4.0,254.0,₹ 200,"Chinese,South Indian",
NEW CHAPPAN BHOG - BISTUPUR,ADITYAPUR,4.5,30.0,₹ 200,"Sweets,Snacks",
TIME OUT,ADITYAPUR,4.5,300.0,₹ 299,"Chaat,South Indian",
GUAVA - ALL DAY BISTRO,ADITYAPUR,4.0,80.0,₹ 300,"Chinese,Biryani",
LAZIZ BIRYANI,ADITYAPUR,4.0,254.0,₹ 150,Biryani,
CHULHA CHAUKA,ADITYAPUR,3.5,30.0,₹ 100,"Thalis,Indian",
OLIVE  MULTICUISINE RESTAURANT,ADITYAPUR,4.0,80.0,₹ 300,"Chinese,North Indian",
HONG KONG,ADITYAPUR,4.0,30.0,₹ 400,Chinese,
BAKING BOND,ADITYAPUR,4.5,30.0,₹ 199,"Bakery,Desserts",
MUMMY SPECIAL KITCHEN,ADITYAPUR,4.0,254.0,₹ 250,"Indian,Chinese",
DESI BIDESI,ADITYAPUR,4.0,254.0,₹ 200,North Indian,
PUJA BHOJNALAYA,ADITYAPUR,4.0,254.0,₹ 200,"Indian,Biryani",
BLOOMS,ADITYAPUR,4.0,80.0,₹ 250,Indian,
CHAI BREAK,ADITYAPUR,4.5,30.0,₹ 400,"North Indian,Chinese",
BIRYANI  WALE,ADITYAPUR,2.5,80.0,₹ 200,Biryani,
KEBABCHI,ADITYAPUR,4.0,254.0,₹ 300,"Indian,Snacks",
PIZZA PEDDLER,ADITYAPUR,4.0,80.0,₹ 200,"Pizzas,Pastas",
VEGGIE CORNER( HOTEL NATARAJ),ADITYAPUR,4.5,30.0,₹ 499,"Pizzas,South Indian",
DOSA KING,ADITYAPUR,4.0,254.0,₹ 200,South Indian,
BHATIA MILKSHAKE,ADITYAPUR,4.5,30.0,₹ 299,Beverages,
CANDLE LIGHT,ADITYAPUR,4.0,254.0,₹ 250,"Indian,Chinese",
RECIPE,ADITYAPUR,4.0,254.0,₹ 300,"Indian,Bengali",
EQUINOX,ADITYAPUR,4.5,30.0,₹ 400,"Indian,Chinese",
THE BOULANGERIE,ADITYAPUR,4.0,254.0,₹ 300,"Bakery,Burgers",
MOTHER'S BAKERY,ADITYAPUR,4.0,254.0,₹ 200,Bakery,
THANCO'S NATURAL ICE CREAM,ADITYAPUR,4.5,30.0,₹ 299,Ice Cream,
GOPALRAM RESTAURANT,ADITYAPUR,4.0,254.0,₹ 100,"South Indian,Chinese",
MEDIVALS MEAL,ADITYAPUR,4.0,254.0,₹ 250,"Chinese,Indian",
KWALITY,ADITYAPUR,4.0,30.0,₹ 499,"Indian,Chinese",
CHINESE FUSION,ADITYAPUR,4.0,254.0,₹ 200,Indian,
BON APPETIT,ADITYAPUR,4.5,30.0,₹ 300,"Indian,Chinese",
JH05 CAFE,ADITYAPUR,4.0,254.0,₹ 200,"Chinese,Beverages",
SOCIAL 75,ADITYAPUR,4.0,30.0,₹ 399,"Continental,Indian",
AADD M AADD B,ADITYAPUR,4.0,254.0,₹ 180,"Ice Cream,Beverages",
BASKIN ROBBINS,ADITYAPUR,5.0,80.0,₹ 250,"Desserts,Ice Cream",
BLUE SAPPHIRE,ADITYAPUR,4.0,254.0,₹ 200,"Indian,Biryani",
BAMBOO CAFE,ADITYAPUR,4.0,254.0,₹ 100,"Indian,Chinese",
SAGAR'S KITCHEN KRAFT,ADITYAPUR,4.0,80.0,₹ 199,"Indian,Chinese",
PAJJI DA LASSI,ADITYAPUR,4.0,254.0,₹ 100,Beverages,
FAKIRA CHANACHUR (TULSI BHAWAN),ADITYAPUR,4.0,254.0,₹ 100,"Indian,Snacks",
THE FOOD CIRCUS,ADITYAPUR,4.0,254.0,₹ 299,"Chinese,Continental",
CRUNCHICKEN,ADITYAPUR,4.0,254.0,₹ 300,"Indian,American",
DELIGHT FOODS,ADITYAPUR,4.0,254.0,₹ 200,Indian,
SAGAR SWEETS,ADITYAPUR,4.0,254.0,₹ 250,"Indian,Snacks",
SPICE ZONE( HOTEL NATARAJ),ADITYAPUR,4.0,254.0,₹ 250,Indian,
LION'S PRIDE,ADITYAPUR,3.5,30.0,₹ 200,North Indian,
MAINLAND INDIA,ADITYAPUR,4.0,254.0,₹ 200,"Indian,Thalis",
SO CHINA,ADITYAPUR,4.0,254.0,₹ 299,"Chinese,Tibetan",
CAFE REGAL,ADITYAPUR,4.0,254.0,₹ 200,"Fast Food,Snacks",
CHOPSTICKS,ADITYAPUR,3.5,30.0,₹ 499,"Indian,Chinese",
MOMO KITCHEN,ADITYAPUR,4.0,254.0,₹ 200,"Chinese,Snacks",
AL- HUSSAIN RESTAURANT,ADITYAPUR,4.0,254.0,₹ 300,"Chinese,Biryani",
TASTE OF CHINA,ADITYAPUR,4.0,254.0,₹ 199,"Chinese,Thai",
TAZ CAKES N MOUSSE.,ADITYAPUR,4.0,254.0,₹ 200,Desserts,
TASTY SPOON & GUNGUN TIFFIN,ADITYAPUR,4.0,254.0,₹ 200,"Indian,Chinese",
NEW US PIZZA,ADITYAPUR,4.0,300.0,₹ 299,"Pizzas,Snacks",
BHOOK PYAAS,ADITYAPUR,3.5,30.0,₹ 200,"Chinese,Indian",
ADITI FOODS,ADITYAPUR,4.0,30.0,₹ 100,Indian,
CHINIMAMA,ADITYAPUR,4.5,30.0,₹ 199,"Chinese,Biryani",
BRUNCH ITALINO (KADMA MARKET),ADITYAPUR,4.0,30.0,₹ 200,"Bakery,Desserts",
RAJASTHAN SHARMA HOTEL,ADITYAPUR,4.0,254.0,₹ 200,"Sweets,Snacks",
CHEF CORNER,ADITYAPUR,4.0,800.0,₹ 299,"Indian,Chinese",
BRUNCH ITALIANO,ADITYAPUR,4.0,254.0,₹ 200,"Bakery,Desserts",
AB PALACE,ADITYAPUR,3.5,30.0,₹ 200,"Chinese,Indian",
MATHURA MISTAN BHANDAR,ADITYAPUR,4.5,300.0,₹ 200,"Sweets,Snacks",
BS BAKERY & CAFE,ADITYAPUR,4.0,254.0,₹ 200,"Bakery,Desserts",
MUMBAI CHAT,ADITYAPUR,4.0,254.0,₹ 100,Chaat,
PIZZAPURAM,ADITYAPUR,4.0,300.0,₹ 200,"Pizzas,Italian",
SURESH SOUTH INDIAN KITCHEN,ADITYAPUR,4.0,254.0,₹ 200,South Indian,
GOPAL DOSA,ADITYAPUR,4.5,300.0,₹ 100,South Indian,
APNA ADDA,ADITYAPUR,4.5,80.0,₹ 150,"Chinese,Snacks",
ARYAN MAGGI STALL,ADITYAPUR,4.0,254.0,₹ 150,"Fast Food,Pastas",
BABU MOSHAI,ADITYAPUR,4.0,80.0,₹ 349,"Indian,Chinese",
JUNCTION RESTAURANT,ADITYAPUR,4.0,3000.0,₹ 399,"Indian,Biryani",
MINTELAA,ADITYAPUR,4.0,254.0,₹ 1000,"Chinese,Indian",
THE BIHARI  RESTURANT,ADITYAPUR,4.5,80.0,₹ 200,"North Indian,Snacks",
DELIGHT FOOD CORNER,ADITYAPUR,4.0,254.0,₹ 100,Chinese,
DELHI DARBAR (SAKCHI ),ADITYAPUR,4.0,300.0,₹ 200,"Chinese,Biryani",
SHYAM STORE,ADITYAPUR,4.0,254.0,₹ 250,"Indian,Chinese",
THE HUNGRY BIRD,ADITYAPUR,4.0,800.0,₹ 300,"North Indian,Chinese",
FOODILICIOUS,ADITYAPUR,4.0,254.0,₹ 400,Indian,
THE KANNELITE,ADITYAPUR,4.0,254.0,₹ 599,"Indian,Snacks",
MANOHAR CHAT,ADITYAPUR,4.5,300.0,₹ 150,"Chinese,Chaat",
DOSA HUT,ADITYAPUR,4.0,300.0,₹ 200,"South Indian,Chinese",
COOK'S CORNER,ADITYAPUR,4.0,254.0,₹ 200,"Chinese,Indian",
CHICAGO PIZZA,ADITYAPUR,3.5,300.0,₹ 299,"Pizzas,Pastas",
NEW CHAPPAN BHOG - SAKCHI,ADITYAPUR,4.5,300.0,₹ 200,"Sweets,Snacks",
LAZIZ PIZZA,ADITYAPUR,4.0,300.0,₹ 300,"Pizzas,Beverages",
SAKCHI MISTAN BHANDAR,ADITYAPUR,4.5,300.0,₹ 200,"Sweets,Snacks",
BIKKGANE BIRYANI,ADITYAPUR,4.5,300.0,₹ 350,"Biryani,Hyderabadi",
CAMPUS ADDA,ADITYAPUR,4.0,300.0,₹ 200,"Chinese,Biryani",
NEW KOLKATA ARSALAN BIRYANI,ADITYAPUR,4.0,80.0,₹ 250,"Biryani,Fast Food",
PIZZA CAMPUS,ADITYAPUR,4.0,254.0,₹ 150,"Fast Food,Pizzas",
DEEP DELIGHTED KITCHEN,ADITYAPUR,4.0,254.0,₹ 150,"Chinese,Snacks",
BIRYANI BY KILO,ADITYAPUR,4.5,800.0,₹ 600,"Biryani,Hyderabadi",
AMERICAN WAFFLE HOUSE,ADITYAPUR,4.5,300.0,₹ 200,"Waffle,Ice Cream",
CHAI SUTTA BAR,ADITYAPUR,4.0,254.0,₹ 200,"Beverages,Fast Food",
NEW DOLPHIN BAKERY,ADITYAPUR,4.0,254.0,₹ 250,Bakery,
LAKHI EGG ROLL & CATERER,ADITYAPUR,3.5,300.0,₹ 299,"Chinese,Indian",
THE WHITE ROSE,ADITYAPUR,4.0,300.0,₹ 499,"Indian,Chinese",
THE BELGIAN WAFFLE CO.,ADITYAPUR,4.5,300.0,₹ 200,"Beverages,Desserts",
SAFFRON,ADITYAPUR,4.0,300.0,₹ 400,"Indian,Chinese",
BRUNCH ITALIANO (SAKCHI),ADITYAPUR,4.0,80.0,₹ 300,Bakery,
UTTAR DAKSHIN,ADITYAPUR,4.0,800.0,₹ 200,"Indian,Chinese",
SAGAR RESTAURANT,ADITYAPUR,4.5,30.0,₹ 299,"Indian,Chinese",
SILVER SPOON,ADITYAPUR,4.5,300.0,₹ 200,Indian,
PAPPU HOTEL,ADITYAPUR,3.0,300.0,₹ 200,"Biryani,Chinese",
SHRESHTHAM,ADITYAPUR,3.5,30.0,₹ 200,"Snacks,Sweets",
ROYAL MAX - SAKCHI,ADITYAPUR,4.0,254.0,₹ 399,"Bakery,Pizzas",
THE BIRYANI BOXX,ADITYAPUR,4.0,30.0,₹ 200,"Biryani,Beverages",
CAKE PLANET,ADITYAPUR,4.0,254.0,₹ 200,"Bakery,Desserts",
BIRYANI BADSHAH,ADITYAPUR,4.5,80.0,₹ 350,"Biryani,Hyderabadi",
TINKONIYA HOTEL,ADITYAPUR,4.0,80.0,₹ 150,"Snacks,Sweets",
PAPPU RESTAURANT,ADITYAPUR,3.5,800.0,₹ 200,"Indian,Biryani",
JALSA RESTAURANT,ADITYAPUR,4.5,300.0,₹ 200,"Bengali,Indian",
BROTHER'S CHAAP AND DHABA,ADITYAPUR,4.0,30.0,₹ 200,"North Indian,Snacks",
A2B  ANIRAMS AAHAR BHAVAN,ADITYAPUR,4.0,254.0,₹ 300,"South Indian,Chinese",
THE HUNGER OUT,ADITYAPUR,4.0,254.0,₹ 200,"North Indian,South Indian",
BROTHER'S DHABA,ADITYAPUR,4.0,254.0,₹ 399,"North Indian,Thalis",
KATHI JUNCTION,ADITYAPUR,4.0,254.0,₹ 200,"Snacks,Indian",
COZY CORNER,ADITYAPUR,4.0,254.0,₹ 200,"Indian,Chinese",
SHAWARMA 83,ADITYAPUR,4.0,254.0,₹ 199,"Arabian,Lebanese",
THE DUGOUT,ADITYAPUR,4.0,30.0,₹ 499,"Indian,Chinese",
J K RESIDENCY,ADITYAPUR,4.5,80.0,₹ 400,"Indian,Continental",
MEALS @ ONE,ADITYAPUR,3.5,300.0,₹ 200,"Combo,Indian",
KEBABS & CURRY,ADITYAPUR,4.0,30.0,₹ 300,"Indian,Chinese",
NABJIBAN KULFI,ADITYAPUR,4.5,30.0,₹ 299,"Ice Cream,Pizzas",
BREWERS CAFE,ADITYAPUR,4.0,254.0,₹ 200,Chinese,
PARATHA EXPRESS,ADITYAPUR,4.0,254.0,₹ 200,Indian,
PUJA SWEETS SAKCHI,ADITYAPUR,4.0,254.0,₹ 100,Sweets,
TRULY PUBLIK,ADITYAPUR,4.0,254.0,₹ 800,"Chinese,Continental",
UNPLUGGED RESTAURANT,ADITYAPUR,4.0,254.0,₹ 350,"North Indian,Tandoor",
HAVELI,ADITYAPUR,4.0,254.0,₹ 450,"Chinese,South Indian",
ZAAFFRAN RESTAURANT,ADITYAPUR,4.0,254.0,₹ 100,"Biryani,Indian",
CRAZY PAKODA,ADITYAPUR,4.0,254.0,₹ 200,Snacks,
LOUNGE AND SKY DINING,ADITYAPUR,4.0,254.0,₹ 300,"North Indian,Chinese",
MOMO SQUARE,ADITYAPUR,3.5,80.0,₹ 200,"Tibetan,Nepalese",
SAI REGENCY,ADITYAPUR,4.0,300.0,₹ 200,"Indian,Biryani",
WOK TOK ASIA,ADITYAPUR,4.0,254.0,₹ 299,Chinese,
JIVA HOTEL,ADITYAPUR,4.5,300.0,₹ 599,"North Indian,Chinese",
T MATTER,ADITYAPUR,4.0,254.0,₹ 300,"Beverages,Fast Food",
ICE CREAM CONECTION,ADITYAPUR,4.0,254.0,₹ 200,"Beverages,Desserts",
