name,city,rating,rating_count,cost,cuisine,main_city
ASR VELUS PAZLAMUDIR SOLAI,ANNANAGAR,4.5,540.0,₹ 150,Indian,CHENNAI
URBAN SPATULA,ANNANAGAR,4.5,300.0,₹ 1000,"Arabian,Asian",CHENNAI
HAVMOR HAVFUNN,ANNANAGAR,5.0,300.0,₹ 400,"Ice Cream,Ice Cream Cakes",CHENNAI
PAN CAKE,ANNANAGAR,4.5,540.0,₹ 400,Desserts,CHENNAI
MADRAS COFFEE HOUSE,ANNANAGAR,4.0,300.0,₹ 100,Beverages,CHENNAI
CREAMY INN,ANNANAGAR,4.5,80.0,₹ 250,Ice Cream,CHENNAI
ENTE KERALAM,ANNANAGAR,4.5,300.0,₹ 750,Kerala,CHENNAI
FRUIT SHOP ON GREAMS ROAD,ANNANAGAR,4.5,800.0,₹ 250,"Juices,Beverages",CHENNAI
THE TABLE,ANNANAGAR,4.5,30.0,₹ 350,Desserts,CHENNAI
FRESH CRUSH,ANNANAGAR,4.5,540.0,₹ 150,Beverages,CHENNAI
MUTTON KEEMA CORNER,ANNANAGAR,4.5,540.0,₹ 100,"Fast Food,Chinese",CHENNAI
DINDIGUL THALAPPAKATTI,ANNANAGAR,4.5,800.0,₹ 600,"Biryani,Barbecue",CHENNAI
SREE AKSHAYAM,ANNANAGAR,4.5,8000.0,₹ 300,South Indian,CHENNAI
SPLASH,ANNANAGAR,4.5,540.0,₹ 300,Beverages,CHENNAI
AL HASSAN FOOD COURT,ANNANAGAR,4.5,540.0,₹ 300,"Chinese,Indian",CHENNAI
THE SAMOSA FACTORY,ANNANAGAR,4.5,800.0,₹ 150,Fast Food,CHENNAI
ALIBABA SHAWARMA AND 40 DISHES,ANNANAGAR,4.5,80.0,₹ 300,"Arabian,Kebabs",CHENNAI
DESSERT ADDICTION,ANNANAGAR,4.5,80.0,₹ 299,"Desserts,Ice Cream",CHENNAI
SREE AKSHAYAM SWEETS N BAKERS,ANNANAGAR,4.5,3000.0,₹ 300,"South Indian,North Indian",CHENNAI
JONAH'S BISTRO,ANNANAGAR,4.5,300.0,₹ 850,"Continental,European",CHENNAI
CHINESE WOX,ANNANAGAR,4.5,300.0,₹ 300,Chinese,CHENNAI
HAATHIM RAWTHER BRIYANI,ANNANAGAR,4.5,540.0,₹ 300,"Biryani,Chinese",CHENNAI
ISTAN KABAB,ANNANAGAR,4.5,540.0,₹ 500,"Biryani,Kebabs",CHENNAI
CHINA TOWN,ANNANAGAR,4.0,80.0,₹ 400,Chinese,CHENNAI
ROLL BABY ROLL,ANNANAGAR,4.5,3000.0,₹ 250,Indian,CHENNAI
LUNCHBOX - MEALS AND THALIS,ANNANAGAR,4.5,300.0,₹ 200,"North Indian,Punjabi",CHENNAI
COFFEETALES,ANNANAGAR,4.5,30.0,₹ 500,"Indian,Chinese",CHENNAI
DOLCE HOMEMADE CHOCOLATE,ANNANAGAR,4.5,540.0,₹ 200,Bakery,CHENNAI
REENA PAUL'S KITCHEN (UNIT OF RICHNRICH),ANNANAGAR,4.5,300.0,₹ 300,Indian,CHENNAI
MURALI KRISHNA ANDHRA HOTEL,ANNANAGAR,4.0,300.0,₹ 250,"North Indian,South Indian",CHENNAI
FOOD MAMA,ANNANAGAR,4.5,540.0,₹ 250,"Chinese,Arabian",CHENNAI
THE BIRIYANI PROJECT,ANNANAGAR,4.5,540.0,₹ 200,Biryani,CHENNAI
HOLD ON,ANNANAGAR,4.5,540.0,₹ 150,"Continental,Juices",CHENNAI
ORANGE WOK,ANNANAGAR,4.0,80.0,₹ 500,"Chinese,Beverages",CHENNAI
MADURAI MILITARY HOTEL,ANNANAGAR,4.0,300.0,₹ 300,"South Indian,Biryani",CHENNAI
THE KINGS BIRIYANI,ANNANAGAR,4.5,540.0,₹ 500,"North Indian,Tandoor",CHENNAI
GITA'S HOMEMADE,ANNANAGAR,4.5,540.0,₹ 200,"Andhra,South Indian",CHENNAI
CHAKIE JAN,ANNANAGAR,4.5,30.0,₹ 799,"Chinese,North Indian",CHENNAI
THE CAKE WORLD,ANNANAGAR,4.5,540.0,₹ 250,"Bakery,Desserts",CHENNAI
CIRO'S PIZZERIA,ANNANAGAR,4.0,80.0,₹ 1000,"Pizzas,Italian",CHENNAI
SAVOURY SEA SHELL,ANNANAGAR,4.5,3000.0,₹ 500,"Chinese,Italian",CHENNAI
PRAWNIES,ANNANAGAR,4.5,540.0,₹ 400,"Continental,Chinese",CHENNAI
COCO JAUNT 1728,ANNANAGAR,4.0,300.0,₹ 500,Bakery,CHENNAI
MOMOS CORNER,ANNANAGAR,4.5,540.0,₹ 350,"Chinese,Snacks",CHENNAI
GO GRILL,ANNANAGAR,3.0,30.0,₹ 300,Arabian,CHENNAI
TASIM - ON THE GO,ANNANAGAR,4.5,540.0,₹ 600,"Chinese,Snacks",CHENNAI
KEKIZ THE CAKE SHOP,ANNANAGAR,4.5,540.0,₹ 200,"Bakery,Beverages",CHENNAI
PURE VEG MEALS BY LUNCHBOX,ANNANAGAR,4.5,540.0,₹ 200,"North Indian,Desserts",CHENNAI
SIYAAN ATHO SPOT,ANNANAGAR,4.5,540.0,₹ 200,Fast Food,CHENNAI
KEVENTERS - MILKSHAKES AND DESSERTS,ANNANAGAR,4.0,300.0,₹ 300,"Beverages,Ice Cream",CHENNAI
POTFUL - CLAYPOT BIRYANIS,ANNANAGAR,4.5,300.0,₹ 500,"Biryani,Kebabs",CHENNAI
WRITER'S CAFE,ANNANAGAR,4.5,540.0,₹ 500,European,CHENNAI
RASNA BUZZ,ANNANAGAR,4.5,540.0,₹ 300,"Snacks,Beverages",CHENNAI
THE VOID,ANNANAGAR,4.5,540.0,₹ 1000,"South Indian,North Indian",CHENNAI
EVEREST	BAKERY AND SWEETS,ANNANAGAR,4.5,300.0,₹ 200,Bakery,CHENNAI
DAVARA COFFEE,ANNANAGAR,5.0,30.0,₹ 100,Indian,CHENNAI
HAKKA XPRESS (CHINESE),ANNANAGAR,4.5,300.0,₹ 300,"Chinese,Snacks",CHENNAI
MEAT AND EAT,ANNANAGAR,4.0,800.0,₹ 250,Fast Food,CHENNAI
VETA JUICE SHOP,ANNANAGAR,4.5,540.0,₹ 100,Juices,CHENNAI
SWANS,ANNANAGAR,3.5,30.0,₹ 80,Beverages,CHENNAI
THAMBI VILAS,ANNANAGAR,4.0,300.0,₹ 400,"North Indian,South Indian",CHENNAI
DESERT SHAWARMA,ANNANAGAR,4.5,540.0,₹ 300,"Arabian,Burgers",CHENNAI
LOTTLE,ANNANAGAR,4.5,540.0,₹ 250,Indian,CHENNAI
BURGER KING,ANNANAGAR,4.5,3000.0,₹ 350,American,CHENNAI
DHANNIYA SORU,ANNANAGAR,4.0,30.0,₹ 200,South Indian,CHENNAI
JUGO'S FRESH,ANNANAGAR,4.5,540.0,₹ 200,"American,Chinese",CHENNAI
ARAB CAFE,ANNANAGAR,4.5,540.0,₹ 400,"Beverages,Fast Food",CHENNAI
ASIA KITCHEN BY MAINLAND CHINA,ANNANAGAR,4.5,30.0,₹ 850,"Asian,Chinese",CHENNAI
THE HIGH JOINT,ANNANAGAR,4.5,540.0,₹ 300,"American,Fast Food",CHENNAI
KERALA KITCHEN,ANNANAGAR,4.5,300.0,₹ 200,"South Indian,Chinese",CHENNAI
MCCAFE BY MCDONALD'S,ANNANAGAR,4.5,540.0,₹ 250,"Beverages,Desserts",CHENNAI
MAGGI STORY,ANNANAGAR,4.0,30.0,₹ 300,Indian,CHENNAI
COOK GRAMAM,ANNANAGAR,4.5,300.0,₹ 200,South Indian,CHENNAI
PANDA POT,ANNANAGAR,4.5,540.0,₹ 300,Chinese,CHENNAI
STAR BIRIYANI,ANNANAGAR,4.5,540.0,₹ 300,"Biryani,Chinese",CHENNAI
CHAI KINGS,ANNANAGAR,4.5,3000.0,₹ 150,"Desserts,Bakery",CHENNAI
DONUT HUBB,ANNANAGAR,4.5,540.0,₹ 300,Beverages,CHENNAI
JUST 79/- ONLY,ANNANAGAR,3.0,80.0,₹ 150,"Chinese,Beverages",CHENNAI
RAM'S TEA HOUSE,ANNANAGAR,5.0,80.0,₹ 100,Beverages,CHENNAI
DWARAKA,ANNANAGAR,4.5,540.0,₹ 300,"South Indian,Desserts",CHENNAI
MOMO SA-KHANG BY KAILASH KITCHEN,ANNANAGAR,5.0,300.0,₹ 200,Chinese,CHENNAI
MAINLAND CHINA,ANNANAGAR,4.5,300.0,₹ 850,"Chinese,Oriental",CHENNAI
MR JUICE SHOP,ANNANAGAR,4.5,540.0,₹ 150,"Juices,Beverages",CHENNAI
BETWEEN YOUR BREADS,ANNANAGAR,4.0,30.0,₹ 200,"Healthy Food,Desserts",CHENNAI
HOT CHIPS,ANNANAGAR,4.0,300.0,₹ 250,"North Indian,South Indian",CHENNAI
TIBBS FRANKIE,ANNANAGAR,4.5,300.0,₹ 100,Street Food,CHENNAI
EATALICA,ANNANAGAR,4.5,300.0,₹ 500,"American,Italian",CHENNAI
MADURAI SARADHA MESS,ANNANAGAR,4.5,300.0,₹ 250,South Indian,CHENNAI
LITTLE ITALY,ANNANAGAR,4.5,300.0,₹ 1200,"Pizzas,Salads",CHENNAI
MISSISSIPPI FRIED CHICKEN,ANNANAGAR,4.5,540.0,₹ 500,"Snacks,Combo",CHENNAI
CAFE ARABICA,ANNANAGAR,4.5,800.0,₹ 700,"Italian,Continental",CHENNAI
PIZZATAA,ANNANAGAR,4.5,540.0,₹ 350,"Pizzas,Snacks",CHENNAI
CREAM CENTRE,ANNANAGAR,4.5,300.0,₹ 1500,"North Indian,Italian",CHENNAI
CAKE FAIRY,ANNANAGAR,4.5,540.0,₹ 250,"Bakery,Beverages",CHENNAI
SRI GANESH BHAVAN,ANNANAGAR,4.5,800.0,₹ 250,South Indian,CHENNAI
99 SPLASH JUICE PARLOUR,ANNANAGAR,4.5,540.0,₹ 300,"Juices,Beverages",CHENNAI
MCDONALD'S,ANNANAGAR,4.5,3000.0,₹ 400,"Burgers,Beverages",CHENNAI
HISO,ANNANAGAR,4.5,540.0,₹ 300,"Chinese,Snacks",CHENNAI
SWEET SPOT,ANNANAGAR,4.0,30.0,₹ 500,"Desserts,Ice Cream",CHENNAI
SHREE AISHWARYAM VEG RESTAURANT,ANNANAGAR,4.5,540.0,₹ 200,South Indian,CHENNAI
AASAI UNAVAGAM,ANNANAGAR,4.5,540.0,₹ 90,"South Indian,Biryani",CHENNAI
ARTINCI - INDULGE GUILT FREE!,ANNANAGAR,4.5,300.0,₹ 200,"Ice Cream,Healthy Food",CHENNAI
DEZIRE SUGAR FREE HEALTH CAFE,ANNANAGAR,4.5,30.0,₹ 150,"Bakery,Desserts",CHENNAI
MALABAR POINT,ANNANAGAR,4.5,800.0,₹ 450,"Biryani,Kerala",CHENNAI
CK'S BAKERY,ANNANAGAR,4.5,80.0,₹ 250,"Bakery,Snacks",CHENNAI
SHAKESPEAR,ANNANAGAR,4.5,30.0,₹ 300,"Beverages,Ice Cream",CHENNAI
CHETTANTE CAFE AND RESTAURANT,ANNANAGAR,4.5,540.0,₹ 300,"Chinese,Snacks",CHENNAI
THE GOOD BOWL,ANNANAGAR,4.5,80.0,₹ 400,"North Indian,Punjabi",CHENNAI
STEAKOUT,ANNANAGAR,4.0,30.0,₹ 250,"Chinese,Beverages",CHENNAI
THE ROYAL RESTAURANT,ANNANAGAR,4.5,540.0,₹ 300,"Chinese,Indian",CHENNAI
FLORALNPASTRIESH,ANNANAGAR,4.5,540.0,₹ 450,Bakery,CHENNAI
CAFE CLOCK,ANNANAGAR,4.5,30.0,₹ 300,Beverages,CHENNAI
ANNANAGAR VAISHANAVA'S - THATTU IDLI KADAI,ANNANAGAR,4.5,3000.0,₹ 200,"Indian,South Indian",CHENNAI
A1 CHIPS ANNA NAGAR,ANNANAGAR,5.0,300.0,₹ 200,"Snacks,Sweets",CHENNAI
"KINGZ FRANKIE, BURGER & PIZZA",ANNANAGAR,3.5,300.0,₹ 200,"Pizzas,Fast Food",CHENNAI
CAFE CORNER ANNA NAGAR,ANNANAGAR,4.5,540.0,₹ 200,"Indian,Snacks",CHENNAI
ITALIANO,ANNANAGAR,4.5,800.0,₹ 250,"Pizzas,Continental",CHENNAI
PIZZA DEN,ANNANAGAR,4.5,540.0,₹ 300,"Pizzas,Snacks",CHENNAI
BIRIYANI ADDA,ANNANAGAR,4.0,80.0,₹ 250,Biryani,CHENNAI
PETAWRAP,ANNANAGAR,4.5,540.0,₹ 200,"Continental,Pizzas",CHENNAI
MADRAS MARINA,ANNANAGAR,4.5,540.0,₹ 600,"Indian,Biryani",CHENNAI
THANJAI THALAIYAATI BRIYANI,ANNANAGAR,4.5,540.0,₹ 450,"Biryani,Indian",CHENNAI
THE RUSTY SPOON,ANNANAGAR,4.5,80.0,₹ 250,Indian,CHENNAI
THE SUGAR FREE KETO KAFE - BY ARTINCI,ANNANAGAR,4.5,300.0,₹ 200,"Bakery,Beverages",CHENNAI
CHAKRA'S CAFE,ANNANAGAR,4.5,540.0,₹ 200,"Fast Food,Beverages",CHENNAI
ARABIAN DELIGHTS,ANNANAGAR,4.5,540.0,₹ 400,"Arabian,North Indian",CHENNAI
SUPERSTAR PIZZA,ANNANAGAR,4.5,80.0,₹ 500,Pizzas,CHENNAI
MAD FOR WAFFLES,ANNANAGAR,4.5,540.0,₹ 300,"Desserts,Ice Cream",CHENNAI
SUDHAS CHAAT AND SWEETS,ANNANAGAR,4.0,30.0,₹ 200,"Chaat,North Indian",CHENNAI
LITTLE HUT (SHANTHI COLONY),ANNANAGAR,4.5,800.0,₹ 300,"North Indian,Chinese",CHENNAI
LE WRAP FACTORIE,ANNANAGAR,4.5,30.0,₹ 500,"Fast Food,Chinese",CHENNAI
BURGER BROS,ANNANAGAR,4.5,540.0,₹ 250,"Snacks,Beverages",CHENNAI
WINGS DA,ANNANAGAR,4.5,540.0,₹ 400,"Snacks,Beverages",CHENNAI
GRILLSMITH - FLAMIN' FARE,ANNANAGAR,4.5,540.0,₹ 400,"Continental,North Indian",CHENNAI
FAASOS' SIGNATURE WRAPS & ROLLS,ANNANAGAR,4.5,540.0,₹ 350,"Snacks,Beverages",CHENNAI
SO CHINESE,ANNANAGAR,4.0,30.0,₹ 500,Chinese,CHENNAI
CHAI AND YOU,ANNANAGAR,4.5,540.0,₹ 200,"Beverages,Snacks",CHENNAI
CHAI TRUCK,ANNANAGAR,4.0,300.0,₹ 200,"Continental,American",CHENNAI
ITALIAN RADICII,ANNANAGAR,4.0,300.0,₹ 500,"Chinese,American",CHENNAI
PG JUNK SPOT,ANNANAGAR,4.5,540.0,₹ 300,"Continental,Snacks",CHENNAI
THE BURP FACTORY,ANNANAGAR,4.5,540.0,₹ 300,"Indian,Arabian",CHENNAI
RAMAAS BRRR,ANNANAGAR,4.5,540.0,₹ 200,Beverages,CHENNAI
PANTRY D'OR,ANNANAGAR,4.5,300.0,₹ 850,"Italian,Continental",CHENNAI
DRUNKEN MONKEY,ANNANAGAR,3.5,30.0,₹ 300,"Indian,Beverages",CHENNAI
TITO'S PAN-TREE,ANNANAGAR,4.5,540.0,₹ 300,"Cafe,Snacks",CHENNAI
HOTEL ROUNDTANA  - ANNA NAGAR,ANNANAGAR,4.5,540.0,₹ 300,"South Indian,Chinese",CHENNAI
6 FLAVOURS,ANNANAGAR,4.5,540.0,₹ 300,"North Indian,Chinese",CHENNAI
INDIAN KITCHEN BY SIGREE,ANNANAGAR,4.5,540.0,₹ 400,"Indian,North Indian",CHENNAI
ANJAPPAR,ANNANAGAR,4.5,800.0,₹ 600,"Chettinad,South Indian",CHENNAI
CRAZE CAKES,ANNANAGAR,4.5,540.0,₹ 150,Bakery,CHENNAI
SHMOOZIE'S HAND-CRAFTED ICE CREAMS,ANNANAGAR,4.5,30.0,₹ 200,"Ice Cream,Desserts",CHENNAI
MADRO CAFE,ANNANAGAR,4.5,30.0,₹ 300,"Italian,Mexican",CHENNAI
ROLLS & BOWLS COMPANY,ANNANAGAR,4.5,30.0,₹ 250,"Snacks,Chinese",CHENNAI
BIG BOWL COMPANY,ANNANAGAR,4.0,80.0,₹ 250,"North Indian,Chinese",CHENNAI
CHOLAN MESS,ANNANAGAR,4.0,30.0,₹ 800,"Indian,Chinese",CHENNAI
ALIENSTONE ANNA  NAGAR,ANNANAGAR,4.5,540.0,₹ 300,"American,Fast Food",CHENNAI
BURGERMAN,ANNANAGAR,4.5,300.0,₹ 400,American,CHENNAI
WRAPS & ROLLS,ANNANAGAR,4.5,540.0,₹ 150,"Street Food,Fast Food",CHENNAI
ASIAN STATION,ANNANAGAR,4.5,300.0,₹ 1400,Asian,CHENNAI
PASTA BAY,ANNANAGAR,4.5,540.0,₹ 200,"Pastas,American",CHENNAI
AREZU,ANNANAGAR,3.5,300.0,₹ 400,"Indian,Arabian",CHENNAI
14 SHOP BHAI KADAI,ANNANAGAR,4.5,540.0,₹ 110,"South Indian,Biryani",CHENNAI
MANPANNAI SAMAYAL - RETRO SHANKAR MESS,ANNANAGAR,3.5,300.0,₹ 200,"Chinese,Indian",CHENNAI
THE CHEESE CAFE,ANNANAGAR,4.5,300.0,₹ 250,"North Indian,Italian",CHENNAI
ITALIAN BOB PIZZA'S,ANNANAGAR,4.0,30.0,₹ 500,"Pizzas,Italian",CHENNAI
SIVA'S FOODIE PARADISE,ANNANAGAR,4.5,540.0,₹ 99,Fast Food,CHENNAI
A2B VEG,ANNANAGAR,4.5,3000.0,₹ 300,"South Indian,North Indian",CHENNAI
TOMYS KITCHEN,ANNANAGAR,4.5,540.0,₹ 500,American,CHENNAI
AMBUR STAR BRIYANI,ANNANAGAR,4.5,3000.0,₹ 500,Biryani,CHENNAI
FESTOMAC CAFE,ANNANAGAR,4.5,540.0,₹ 200,"Fast Food,Snacks",CHENNAI
DELISH - THE DESSERT STUDIO,ANNANAGAR,4.0,80.0,₹ 650,"Bakery,Desserts",CHENNAI
BEEF BHAI,ANNANAGAR,4.5,540.0,₹ 500,Fast Food,CHENNAI
SUTHERN FIESTA - CURRIES AND COMBOS,ANNANAGAR,4.5,540.0,₹ 400,"South Indian,Desserts",CHENNAI
LASSI  JUNCTION- GOBIO ENTERPRISES,ANNANAGAR,4.5,540.0,₹ 240,"Beverages,Indian",CHENNAI
GANGA SWEETS,ANNANAGAR,5.0,80.0,₹ 250,"North Indian,South Indian",CHENNAI
MR JACK KITCHEN ON WHEELS,ANNANAGAR,4.5,540.0,₹ 265,Chinese,CHENNAI
HOTEL SARAVANA BHAVAN,ANNANAGAR,4.5,3000.0,₹ 300,"South Indian,North Indian",CHENNAI
HYDERABAD IRANI CHAI,ANNANAGAR,4.5,540.0,₹ 400,Chinese,CHENNAI
FRENCH LOAF,ANNANAGAR,4.5,300.0,₹ 400,"Desserts,Fast Food",CHENNAI
GANGOTREE,ANNANAGAR,4.5,3000.0,₹ 300,"Street Food,Desserts",CHENNAI
THE BOWL COMPANY,ANNANAGAR,4.5,3000.0,₹ 300,"Continental,North Indian",CHENNAI
SACHIN KA DHABBA,ANNANAGAR,4.0,80.0,₹ 500,"Punjabi,North Indian",CHENNAI
ALTHAF FOOD COURT - MAD FOODS,ANNANAGAR,4.5,540.0,₹ 250,"Arabian,Chinese",CHENNAI
BATTER,ANNANAGAR,4.0,30.0,₹ 250,"Desserts,Ice Cream",CHENNAI
ALMAZA,ANNANAGAR,4.5,300.0,₹ 700,"North Indian,Biryani",CHENNAI
ROLL STONE,ANNANAGAR,4.0,300.0,₹ 250,"Desserts,Ice Cream",CHENNAI
CICLO CAFE,ANNANAGAR,4.5,300.0,₹ 1000,"Continental,Italian",CHENNAI
TOMMY'S BUCKET BIRYANI,ANNANAGAR,2.5,30.0,₹ 200,"Biryani,North Indian",CHENNAI
PAAYA & JAALAR,ANNANAGAR,4.5,540.0,₹ 500,"South Indian,Chinese",CHENNAI
VIMALAM MESS,ANNANAGAR,4.0,300.0,₹ 700,South Indian,CHENNAI
LITTLE SOI,ANNANAGAR,4.5,80.0,₹ 1000,"Pan-Asian,Thai",CHENNAI
MADURAI FAMOUS JIGARTHANDA,ANNANAGAR,4.5,30.0,₹ 250,"Desserts,Beverages",CHENNAI
THE KITCHEN STORY,ANNANAGAR,4.0,80.0,₹ 300,"Indian,Chinese",CHENNAI
AST PAZHAMUDHIR NILAYAM,ANNANAGAR,4.5,540.0,₹ 200,"Juices,Beverages",CHENNAI
IBACO,ANNANAGAR,5.0,80.0,₹ 800,"Ice Cream,Desserts",CHENNAI
HUNGER NIGHT RESTAURANT,ANNANAGAR,4.0,300.0,₹ 250,"Chinese,North Indian",CHENNAI
RAJ CHETTINAD HOTEL,ANNANAGAR,4.5,540.0,₹ 300,"South Indian,Indian",CHENNAI
CREAM STONE ICE CREAM,ANNANAGAR,4.5,800.0,₹ 300,"Ice Cream,Desserts",CHENNAI
ARUSUVAI BARATHA VILAS,ANNANAGAR,3.5,30.0,₹ 200,North Indian,CHENNAI
POLAR STAR,ANNANAGAR,4.5,540.0,₹ 200,"Continental,Italian-American",CHENNAI
KUSHBOO IDLY,ANNANAGAR,4.5,540.0,₹ 300,"South Indian,Chinese",CHENNAI
SHREE KONAR VILAS,ANNANAGAR,4.5,300.0,₹ 300,"Biryani,South Indian",CHENNAI
MILKIE MUSTACHE,ANNANAGAR,4.5,540.0,₹ 400,"Beverages,Desserts",CHENNAI
SREE GUPTA BHAVAN,ANNANAGAR,4.5,300.0,₹ 200,North Indian,CHENNAI
NAIDU CAFE,ANNANAGAR,4.5,540.0,₹ 200,"Beverages,Fast Food",CHENNAI
RASA KADAI,ANNANAGAR,4.5,540.0,₹ 250,South Indian,CHENNAI
VIRUDHUNAGAR PORICHA PAROTTA,ANNANAGAR,4.0,300.0,₹ 300,"Biryani,Beverages",CHENNAI
BARROCCO,ANNANAGAR,4.5,540.0,₹ 600,Beverages,CHENNAI
HAAGEN DAZS,ANNANAGAR,4.5,30.0,₹ 500,Ice Cream,CHENNAI
MCDONALD'S GOURMET BURGER COLLECTION,ANNANAGAR,4.5,80.0,₹ 600,"Burgers,Beverages",CHENNAI
KAARAIKUDI CHETTINAD RESTAURANT,ANNANAGAR,4.5,540.0,₹ 400,"Biryani,South Indian",CHENNAI
JOLLY B CAFE,ANNANAGAR,4.5,540.0,₹ 200,Beverages,CHENNAI
ZAM ZAM MURTHABAK,ANNANAGAR,4.5,540.0,₹ 500,"South Indian,Fast Food",CHENNAI
MANNA FOOD,ANNANAGAR,4.5,540.0,₹ 200,"North Indian,South Indian",CHENNAI
MODERN JUICE,ANNANAGAR,4.5,540.0,₹ 250,"Beverages,Snacks",CHENNAI
KITCHEN DISTRICT,ANNANAGAR,4.5,540.0,₹ 500,North Indian,CHENNAI
SUMAC - MIDDLE EASTERN MEDLEY,ANNANAGAR,4.5,540.0,₹ 400,"Continental,Snacks",CHENNAI
BOMBAY KULFI,ANNANAGAR,4.5,800.0,₹ 150,"Ice Cream,Desserts",CHENNAI
BLEDDY BURGERS,ANNANAGAR,4.5,540.0,₹ 750,American,CHENNAI
THE CAKE POINT,ANNANAGAR,4.5,540.0,₹ 150,Bakery,CHENNAI
FOOD SPOT,ANNANAGAR,4.5,540.0,₹ 200,"Chinese,Lebanese",CHENNAI
NATIVE FOOD STORE,ANNANAGAR,4.5,540.0,₹ 500,"Healthy Food,Snacks",CHENNAI
COCOA CRUST,ANNANAGAR,4.5,540.0,₹ 350,"Bakery,Healthy Food",CHENNAI
THE FRIENDLY SHAWARMA,ANNANAGAR,4.5,540.0,₹ 118,Fast Food,CHENNAI
ALL DAY BREAKFAST COMPANY,ANNANAGAR,4.5,300.0,₹ 300,"American,Continental",CHENNAI
FESTIVAL SHOW,ANNANAGAR,4.5,540.0,₹ 400,Chinese,CHENNAI
DHABBA EXPRESS,ANNANAGAR,4.0,300.0,₹ 350,Punjabi,CHENNAI
JULIE FOODS,ANNANAGAR,4.5,540.0,₹ 600,Burmese,CHENNAI
SRI BALAJI CHAPATHI STALL,ANNANAGAR,4.5,300.0,₹ 150,Home Food,CHENNAI
ASIAD TIFFIN CENTRE,ANNANAGAR,4.0,300.0,₹ 200,"South Indian,Chinese",CHENNAI
MID STREET EXPRESS,ANNANAGAR,4.5,540.0,₹ 200,Fast Food,CHENNAI
TURK - INDIAN DONE R,ANNANAGAR,4.5,540.0,₹ 350,"Kebabs,Chinese",CHENNAI
BUNWICH,ANNANAGAR,4.0,30.0,₹ 200,Beverages,CHENNAI
HOTEL SENTHIL,ANNANAGAR,4.5,540.0,₹ 200,South Indian,CHENNAI
SUNDAYS,ANNANAGAR,4.5,540.0,₹ 250,"Snacks,North Indian",CHENNAI
FALAFEL,ANNANAGAR,4.5,540.0,₹ 300,"North Indian,South Indian",CHENNAI
KFC,ANNANAGAR,4.5,3000.0,₹ 400,"American,Snacks",CHENNAI
NOODLE DOODLE,ANNANAGAR,4.0,30.0,₹ 250,"Chinese,Combo",CHENNAI
RADIO CAFE,ANNANAGAR,4.5,30.0,₹ 200,"Snacks,Pizzas",CHENNAI
KOLAPASI TAKEAWAY,ANNANAGAR,4.0,300.0,₹ 300,"South Indian,Biryani",CHENNAI
BBQ MASTER,ANNANAGAR,4.5,540.0,₹ 460,"Chinese,Fast Food",CHENNAI
THE THICK SHAKE FACTORY,ANNANAGAR,4.0,300.0,₹ 200,Beverages,CHENNAI
ALIBABA SHAWARMA AND 40 DISHES (YM),ANNANAGAR,4.5,540.0,₹ 300,"Arabian,Snacks",CHENNAI
SHREE MITHAI,ANNANAGAR,4.5,8000.0,₹ 250,"Desserts,Chaat",CHENNAI
UNIVERSAL FOODS,ANNANAGAR,4.5,540.0,₹ 250,"Snacks,Indian",CHENNAI
SHAWARMA KINGS,ANNANAGAR,4.5,30.0,₹ 200,"Arabian,Mediterranean",CHENNAI
JUICE WALA,ANNANAGAR,4.5,540.0,₹ 250,"Juices,Beverages",CHENNAI
THE SIGN,ANNANAGAR,4.5,540.0,₹ 500,"Bakery,Desserts",CHENNAI
ROCK RESTURANT,ANNANAGAR,4.5,540.0,₹ 400,American,CHENNAI
SEETAS KITCHEN TASTE OF ANDHRA,ANNANAGAR,4.5,540.0,₹ 300,"North Indian,South Indian",CHENNAI
BIRYANI CHEMISTRY,ANNANAGAR,4.5,540.0,₹ 400,"Biryani,South Indian",CHENNAI
LITTLE HUT  HOTEL,ANNANAGAR,4.5,80.0,₹ 300,"Arabian,North Indian",CHENNAI
THE PATIALA HOUSE,ANNANAGAR,4.5,300.0,₹ 650,Punjabi,CHENNAI
BALLE BALLE,ANNANAGAR,4.0,30.0,₹ 200,North Indian,CHENNAI
KIM LING,ANNANAGAR,4.5,800.0,₹ 800,Chinese,CHENNAI
HOT BREADS,ANNANAGAR,4.5,800.0,₹ 150,Bakery,CHENNAI
HUNGER POINT,ANNANAGAR,4.5,540.0,₹ 300,"Snacks,Fast Food",CHENNAI
BAMBOO KITCHEN,ANNANAGAR,4.5,80.0,₹ 400,"Chinese,Thai",CHENNAI
SATHYA FOODS,ANNANAGAR,4.5,300.0,₹ 500,"South Indian,Chinese",CHENNAI
SAMCO,ANNANAGAR,4.5,800.0,₹ 500,"Arabian,Biryani",CHENNAI
LASSI JUNCTION,ANNANAGAR,3.5,30.0,₹ 200,"Beverages,Juices",CHENNAI
MR BURGER,ANNANAGAR,4.5,540.0,₹ 300,"Fast Food,Italian",CHENNAI
PAPACREAM,ANNANAGAR,4.5,540.0,₹ 350,"Ice Cream,Desserts",CHENNAI
LYFE  BY SOUL GARDEN BISTRO,ANNANAGAR,4.5,540.0,₹ 800,"Italian,Salads",CHENNAI
DONUT HOUSE,ANNANAGAR,3.5,30.0,₹ 250,"Desserts,Bakery",CHENNAI
OLD MADRAS BAKING COMPANY,ANNANAGAR,5.0,300.0,₹ 300,"Bakery,Desserts",CHENNAI
