name,city,rating,rating_count,cost,main_city,cuisine
SAJJAS STAR KUNDA BIRYANI,BENZ CIRCLE AND AUTO NAGAR,4.0,311,300,VIJAYAWADA,INDIAN
RAJA VAARI RUCHULU,BENZ CIRCLE AND AUTO NAGAR,4.0,311,448,VIJAYAWADA,CHINESE
SREE SITARA HOTEL AND RESTAURANT,BENZ CIRCLE AND AUTO NAGAR,4.0,311,250,VIJAYAWADA,NORTH INDIAN
AADITYA TIFFIN & SNACKS,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,PIZZAS
BHEEMA BIRYANIS,BENZ CIRCLE AND AUTO NAGAR,4.0,311,300,VIJAYAWADA,CHINESE
HOTEL PADMAVATI,BENZ CIRCLE AND AUTO NAGAR,4.0,311,300,VIJAYAWADA,INDIAN
ZOI LOVE TO EAT,BENZ CIRCLE AND AUTO NAGAR,4.0,311,400,VIJAYAWADA,FAST FOOD
GRAMEEN KULFI,BENZ CIRCLE AND AUTO NAGAR,4.5,80,120,VIJAYAWADA,ICE CREAM
IDLI HOUSE,BENZ CIRCLE AND AUTO NAGAR,4.0,311,150,VIJAYAWADA,SOUTH INDIAN
TEAM9'S KITCHEN,BENZ CIRCLE AND AUTO NAGAR,4.0,80,198,VIJAYAWADA,CHINESE
90'S CAFE,BENZ CIRCLE AND AUTO NAGAR,4.0,311,400,VIJAYAWADA,CONTINENTAL
BAKESTER,BENZ CIRCLE AND AUTO NAGAR,4.0,311,400,VIJAYAWADA,DESSERTS
THE DRUNKARD,BENZ CIRCLE AND AUTO NAGAR,4.0,311,350,VIJAYAWADA,PIZZAS
CAKESTUDIO,BENZ CIRCLE AND AUTO NAGAR,4.5,300,200,VIJAYAWADA,BAKERY
K'S BIRYANI,BENZ CIRCLE AND AUTO NAGAR,4.0,311,350,VIJAYAWADA,BIRYANI
SOUTHERN SPICE TAKE AWAY,BENZ CIRCLE AND AUTO NAGAR,4.0,300,500,VIJAYAWADA,NORTH INDIAN
LONDON DAIRY,BENZ CIRCLE AND AUTO NAGAR,4.0,311,250,VIJAYAWADA,DESSERTS
SREE SAMPRADAYA FAMILY RESTAURANT,BENZ CIRCLE AND AUTO NAGAR,4.0,311,300,VIJAYAWADA,CHINESE
SHAWARMA BITES      SRI ADHITYA HOME FOODS,BENZ CIRCLE AND AUTO NAGAR,3.5,30,250,VIJAYAWADA,LEBANESE
PREM'S KITCHEN,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,INDIAN
ANDHRA BIRYANI HOUSE,BENZ CIRCLE AND AUTO NAGAR,4.0,311,250,VIJAYAWADA,BIRYANI
SDB FOODS,BENZ CIRCLE AND AUTO NAGAR,4.5,80,150,VIJAYAWADA,SOUTH INDIAN
DAIRY9 RICH CREAMS,BENZ CIRCLE AND AUTO NAGAR,4.0,311,150,VIJAYAWADA,ICE CREAM
CHIKN N GRILL,BENZ CIRCLE AND AUTO NAGAR,4.0,311,3000,VIJAYAWADA,GRILL
ANJANEYA RICE BOWLS,BENZ CIRCLE AND AUTO NAGAR,4.0,30,250,VIJAYAWADA,BIRYANI
COOLCAKES,BENZ CIRCLE AND AUTO NAGAR,4.0,80,200,VIJAYAWADA,BAKERY
PIZZA DAY,BENZ CIRCLE AND AUTO NAGAR,4.0,30,200,VIJAYAWADA,CONTINENTAL
FIVE STAR,BENZ CIRCLE AND AUTO NAGAR,3.5,30,150,VIJAYAWADA,BIRYANI
BEZAWADA BEST BIRYANI HUB,BENZ CIRCLE AND AUTO NAGAR,4.0,311,400,VIJAYAWADA,BIRYANI
VEERASWAMY MILITARY HOTEL,BENZ CIRCLE AND AUTO NAGAR,3.0,30,200,VIJAYAWADA,NORTH INDIAN
TANDOORI HUB,BENZ CIRCLE AND AUTO NAGAR,3.5,3000,200,VIJAYAWADA,TANDOOR
ARABIAN MANDI,BENZ CIRCLE AND AUTO NAGAR,4.0,300,500,VIJAYAWADA,ARABIAN
SHAKEOUT,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,BEVERAGES
BAMMA RESTAURANT,BENZ CIRCLE AND AUTO NAGAR,4.0,3000,250,VIJAYAWADA,BIRYANI
MAGIC ICE CREAM BY SWEET MAGIC,BENZ CIRCLE AND AUTO NAGAR,4.5,80,200,VIJAYAWADA,BEVERAGES
HAVMOR ICE CREAMS AND CAKES,BENZ CIRCLE AND AUTO NAGAR,5.0,30,200,VIJAYAWADA,ICE CREAM
COUNTRY PIZZAS AND SHAKES,BENZ CIRCLE AND AUTO NAGAR,4.0,311,250,VIJAYAWADA,CONTINENTAL
BOMBAY KULFI,BENZ CIRCLE AND AUTO NAGAR,4.5,30,150,VIJAYAWADA,ICE CREAM
SO WHAT BAMBOO,BENZ CIRCLE AND AUTO NAGAR,4.0,311,150,VIJAYAWADA,CHINESE
KFC,BENZ CIRCLE AND AUTO NAGAR,4.0,800,400,VIJAYAWADA,AMERICAN
TEXAS BURGER AND CO,BENZ CIRCLE AND AUTO NAGAR,4.0,311,250,VIJAYAWADA,BEVERAGES
BEZAWADA TIFFINS,BENZ CIRCLE AND AUTO NAGAR,4.0,311,100,VIJAYAWADA,SOUTH INDIAN
BURGER BUZZ,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,PIZZAS
FIRE PANSHOP & SHAKES,BENZ CIRCLE AND AUTO NAGAR,4.5,30,200,VIJAYAWADA,BEVERAGES
APSARA'S SUGANDHA SQUASH,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,BEVERAGES
MANNA FOODS,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,SNACKS
SPICY DRAGON,BENZ CIRCLE AND AUTO NAGAR,4.0,311,150,VIJAYAWADA,CHINESE
BELLY'S STONE FACTORY,BENZ CIRCLE AND AUTO NAGAR,4.0,311,300,VIJAYAWADA,BEVERAGES
CAKES N COOKIES,BENZ CIRCLE AND AUTO NAGAR,4.0,311,150,VIJAYAWADA,BAKERY
THICK SHAKE`S INDUSTRY,BENZ CIRCLE AND AUTO NAGAR,5.0,80,200,VIJAYAWADA,BEVERAGES
BISMILLAH RESTAURANT,BENZ CIRCLE AND AUTO NAGAR,3.5,30,420,VIJAYAWADA,NORTH INDIAN
YOUNG INDIA FAST FOOD,BENZ CIRCLE AND AUTO NAGAR,4.0,311,150,VIJAYAWADA,FAST FOOD
UK15 THICKSHAKES,BENZ CIRCLE AND AUTO NAGAR,4.0,311,250,VIJAYAWADA,BEVERAGES
SILVER SPOON RESTAURANT,BENZ CIRCLE AND AUTO NAGAR,4.0,80,500,VIJAYAWADA,NORTH INDIAN
SHAHI DUM BIRYANI,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,BIRYANI
PIZZAZZ-GET CHEESY,BENZ CIRCLE AND AUTO NAGAR,4.0,311,400,VIJAYAWADA,CONTINENTAL
CLASSIC FAST FOOD,BENZ CIRCLE AND AUTO NAGAR,4.0,311,250,VIJAYAWADA,BIRYANI
SRI SAI FOODS,BENZ CIRCLE AND AUTO NAGAR,3.5,30,150,VIJAYAWADA,SOUTH INDIAN
CORE GRILLS,BENZ CIRCLE AND AUTO NAGAR,4.0,30,350,VIJAYAWADA,BARBECUE
CHALASANI FAMILY RESTAURENT & CATERERS,BENZ CIRCLE AND AUTO NAGAR,4.0,311,300,VIJAYAWADA,CHINESE
KLUB F5,BENZ CIRCLE AND AUTO NAGAR,4.0,300,250,VIJAYAWADA,BEVERAGES
CREAM CHEMISTRY,BENZ CIRCLE AND AUTO NAGAR,3.5,30,250,VIJAYAWADA,ICE CREAM
TAAJA VANTILLU,BENZ CIRCLE AND AUTO NAGAR,4.0,311,300,VIJAYAWADA,CHINESE
BOWLS&CO,BENZ CIRCLE AND AUTO NAGAR,4.0,300,150,VIJAYAWADA,SOUTH INDIAN
BUDGET BAKERY,BENZ CIRCLE AND AUTO NAGAR,4.0,311,250,VIJAYAWADA,BAKERY
BEST KITCHEN,BENZ CIRCLE AND AUTO NAGAR,4.0,80,250,VIJAYAWADA,BIRYANI
FASTY N TASTY,BENZ CIRCLE AND AUTO NAGAR,4.0,311,250,VIJAYAWADA,FAST FOOD
CITY CENTRAL RESTAURANT,BENZ CIRCLE AND AUTO NAGAR,4.5,80,300,VIJAYAWADA,INDIAN
GHANTASALA TIFFINS,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,SOUTH INDIAN
RADHA'S INDIAN RESTAURANT,BENZ CIRCLE AND AUTO NAGAR,3.5,30,300,VIJAYAWADA,INDIAN
RASOI,BENZ CIRCLE AND AUTO NAGAR,4.0,300,300,VIJAYAWADA,INDIAN
RURAL MILITARY DHABA,BENZ CIRCLE AND AUTO NAGAR,4.0,311,400,VIJAYAWADA,BIRYANI
LASSI SHOP,BENZ CIRCLE AND AUTO NAGAR,4.0,300,150,VIJAYAWADA,ICE CREAM
SEVEN DAYS,BENZ CIRCLE AND AUTO NAGAR,4.0,300,200,VIJAYAWADA,CHINESE
ALANKAR SWEETS AND BAKERY,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,PIZZAS
THE THICKSHAKE VILLAGE,BENZ CIRCLE AND AUTO NAGAR,4.0,311,100,VIJAYAWADA,BEVERAGES
PRIDE FOODS,BENZ CIRCLE AND AUTO NAGAR,4.0,300,200,VIJAYAWADA,CHINESE
MEAL ON WHEEL,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,INDIAN
BELLY'S,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,INDIAN
LUCKY'S BIRYANI HOUSE,BENZ CIRCLE AND AUTO NAGAR,4.0,311,250,VIJAYAWADA,BIRYANI
SANTO'S,BENZ CIRCLE AND AUTO NAGAR,4.0,300,400,VIJAYAWADA,INDIAN
DOLPHINS FAMILY RESTAURNAT,BENZ CIRCLE AND AUTO NAGAR,4.0,800,500,VIJAYAWADA,NORTH INDIAN
HOTEL INDRAPRASATTHAA,BENZ CIRCLE AND AUTO NAGAR,4.0,800,500,VIJAYAWADA,NORTH INDIAN
A1 SPECIAL CHICKEN BIRYANI &KABAB,BENZ CIRCLE AND AUTO NAGAR,4.0,311,250,VIJAYAWADA,BIRYANI
HOUSE OF POPS,BENZ CIRCLE AND AUTO NAGAR,5.0,30,200,VIJAYAWADA,INDIAN
HUNGRY LION,BENZ CIRCLE AND AUTO NAGAR,4.0,311,250,VIJAYAWADA,INDIAN
AB'S-ABSOLUTE BARBECUES,BENZ CIRCLE AND AUTO NAGAR,3.5,30,400,VIJAYAWADA,NORTH INDIAN
AJANTHA MESS,BENZ CIRCLE AND AUTO NAGAR,4.0,311,300,VIJAYAWADA,INDIAN
ICE BERG,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,ICE CREAM
FIT FOOD COMPANY,BENZ CIRCLE AND AUTO NAGAR,4.5,300,450,VIJAYAWADA,HEALTHY FOOD
VEERAMACHANENIS SRI SAI HOME FOODS,BENZ CIRCLE AND AUTO NAGAR,2.5,30,200,VIJAYAWADA,SWEETS
THE SNACK HUB,BENZ CIRCLE AND AUTO NAGAR,4.0,311,300,VIJAYAWADA,NORTH INDIAN
CINEMA CAFE,BENZ CIRCLE AND AUTO NAGAR,4.0,311,300,VIJAYAWADA,CHINESE
IDLI RUCHULU,BENZ CIRCLE AND AUTO NAGAR,4.0,311,300,VIJAYAWADA,SOUTH INDIAN
DELICIOUS,BENZ CIRCLE AND AUTO NAGAR,3.5,30,250,VIJAYAWADA,BIRYANI
GUNS N FRIES,BENZ CIRCLE AND AUTO NAGAR,4.0,311,300,VIJAYAWADA,FAST FOOD
PATAMATA SAI HOTEL,BENZ CIRCLE AND AUTO NAGAR,4.5,300,100,VIJAYAWADA,SOUTH INDIAN
SWEET MAGIC,BENZ CIRCLE AND AUTO NAGAR,4.0,300,250,VIJAYAWADA,SOUTH INDIAN
MUMBAI KULFI,BENZ CIRCLE AND AUTO NAGAR,4.0,311,100,VIJAYAWADA,ICE CREAM
SRINIVASA BIRIYANIS,BENZ CIRCLE AND AUTO NAGAR,3.0,300,200,VIJAYAWADA,NORTH INDIAN
CAPRI ITALIAN,BENZ CIRCLE AND AUTO NAGAR,4.0,311,250,VIJAYAWADA,CONTINENTAL
MR.SMOOTHY,BENZ CIRCLE AND AUTO NAGAR,4.0,311,250,VIJAYAWADA,CONTINENTAL
MILLETS KING,BENZ CIRCLE AND AUTO NAGAR,4.0,311,250,VIJAYAWADA,NORTH INDIAN
BIRYANIS & MORE,BENZ CIRCLE AND AUTO NAGAR,4.0,80,300,VIJAYAWADA,BIRYANI
WORLD OF THICKSHAKES,BENZ CIRCLE AND AUTO NAGAR,4.0,311,300,VIJAYAWADA,CHINESE
COOL BAR,BENZ CIRCLE AND AUTO NAGAR,4.0,311,300,VIJAYAWADA,BEVERAGES
RED DRAGON CHINESE FOODS,BENZ CIRCLE AND AUTO NAGAR,4.0,311,300,VIJAYAWADA,CHINESE
DIAMOND SHAKES,BENZ CIRCLE AND AUTO NAGAR,4.0,311,300,VIJAYAWADA,BEVERAGES
GRILLLAND,BENZ CIRCLE AND AUTO NAGAR,4.0,311,280,VIJAYAWADA,BARBECUE
SAI KRISHNA VILAS,BENZ CIRCLE AND AUTO NAGAR,4.0,311,300,VIJAYAWADA,SOUTH INDIAN
WARMOVEN CAKE & DESSERTS,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,BAKERY
KAKKA BUVVA,BENZ CIRCLE AND AUTO NAGAR,4.0,311,300,VIJAYAWADA,INDIAN
AAYAN FALOODA ICE CREAM,BENZ CIRCLE AND AUTO NAGAR,4.0,311,100,VIJAYAWADA,ICE CREAM
INDIANA BURGERS,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,FAST FOOD
UTUBE RESTAURANT,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,SOUTH INDIAN
ICEBERG ORGANIC ICECREAMS,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,DESSERTS
NICOLI DESSERTS & BAKERY,BENZ CIRCLE AND AUTO NAGAR,4.5,300,200,VIJAYAWADA,DESSERTS
SHAHITAJ BIRYANI POINT,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,BIRYANI
SHAKES VILLAGE,BENZ CIRCLE AND AUTO NAGAR,4.0,311,150,VIJAYAWADA,BEVERAGES
LIQUID DEN,BENZ CIRCLE AND AUTO NAGAR,4.0,311,150,VIJAYAWADA,BEVERAGES
MANA RUCHULU,BENZ CIRCLE AND AUTO NAGAR,4.0,311,400,VIJAYAWADA,SOUTH INDIAN
MILANO PIZZA,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,PIZZAS
SHAKE SQUARE,BENZ CIRCLE AND AUTO NAGAR,4.5,80,400,VIJAYAWADA,BEVERAGES
SNACK ZONE CAFETERIA,BENZ CIRCLE AND AUTO NAGAR,4.0,311,300,VIJAYAWADA,SNACKS
AMUL STONE ICE CREAM'S & PIZZAS,BENZ CIRCLE AND AUTO NAGAR,3.5,30,200,VIJAYAWADA,ICE CREAM
THE DESSERT HEAVEN - PURE VEG,BENZ CIRCLE AND AUTO NAGAR,4.0,300,200,VIJAYAWADA,BAKERY
YUMMY CAPITAL,BENZ CIRCLE AND AUTO NAGAR,4.0,311,150,VIJAYAWADA,SOUTH INDIAN
MR.SHAKES,BENZ CIRCLE AND AUTO NAGAR,4.0,311,300,VIJAYAWADA,BEVERAGES
EXPRESS BY AB'S,BENZ CIRCLE AND AUTO NAGAR,4.0,80,400,VIJAYAWADA,NORTH INDIAN
RJH MESS & HOTELS (RJH RESTAURANT),BENZ CIRCLE AND AUTO NAGAR,4.0,300,400,VIJAYAWADA,SOUTH INDIAN
VENCUT,BENZ CIRCLE AND AUTO NAGAR,4.0,311,150,VIJAYAWADA,ICE CREAM
VANASAI BIRYANI POINT,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,INDIAN
ITALY PIZZA WORLD,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,PASTAS
SUNDAE EVERYDAY ICE CREAMS,BENZ CIRCLE AND AUTO NAGAR,4.0,311,100,VIJAYAWADA,ICE CREAM
SUGAR TWIST,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,DESSERTS
SRI ANJANEYA RESTAURANT,BENZ CIRCLE AND AUTO NAGAR,4.0,3000,300,VIJAYAWADA,BIRYANI
BARKATH FAMILY RESTAURANT,BENZ CIRCLE AND AUTO NAGAR,3.5,800,250,VIJAYAWADA,BIRYANI
SERENADE MANOR FOOD PLAZA,BENZ CIRCLE AND AUTO NAGAR,4.0,300,750,VIJAYAWADA,BIRYANI
DESI RICE BOWL,BENZ CIRCLE AND AUTO NAGAR,3.0,80,150,VIJAYAWADA,BIRYANI
DJ RESTAURANT,BENZ CIRCLE AND AUTO NAGAR,4.0,311,300,VIJAYAWADA,BIRYANI
SANTO'S BREAKFAST,BENZ CIRCLE AND AUTO NAGAR,4.0,30,150,VIJAYAWADA,SOUTH INDIAN
WINGS N FRIES,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,SEAFOOD
BEZAWADA CHICKEN PAKODI HUB,BENZ CIRCLE AND AUTO NAGAR,3.5,30,200,VIJAYAWADA,SNACKS
BURGER IT UP,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,AMERICAN
TANDOORI FLAMES,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,NORTH INDIAN
M R BIRYANI,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,BIRYANI
SRI MADALA HOME FOODS,BENZ CIRCLE AND AUTO NAGAR,4.0,311,400,VIJAYAWADA,INDIAN
RR DURBAR,BENZ CIRCLE AND AUTO NAGAR,4.0,800,250,VIJAYAWADA,NORTH INDIAN
HULIGEMMAS RELISH KITCHEN,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,NORTH INDIAN
KHASIM BHAI ROYAL BIRYANI HOUSE,BENZ CIRCLE AND AUTO NAGAR,4.0,311,350,VIJAYAWADA,BIRYANI
CHAICLUB,BENZ CIRCLE AND AUTO NAGAR,4.0,311,100,VIJAYAWADA,BEVERAGES
SS PULKA POINT,BENZ CIRCLE AND AUTO NAGAR,4.0,311,100,VIJAYAWADA,INDIAN
SUPER TASTY FOOD COURT,BENZ CIRCLE AND AUTO NAGAR,4.0,311,149,VIJAYAWADA,CHINESE
BALAJI HOTEL,BENZ CIRCLE AND AUTO NAGAR,4.0,311,280,VIJAYAWADA,INDIAN
BIRYANIS & THALIS RESTAURANT,BENZ CIRCLE AND AUTO NAGAR,3.5,80,250,VIJAYAWADA,BIRYANI
GANGUR BIRYANI,BENZ CIRCLE AND AUTO NAGAR,4.0,300,300,VIJAYAWADA,BIRYANI
MEAL BOX - NOVOTEL,BENZ CIRCLE AND AUTO NAGAR,4.0,311,1000,VIJAYAWADA,CHINESE
ARBYS GRILLS ROLLS,BENZ CIRCLE AND AUTO NAGAR,3.0,30,200,VIJAYAWADA,CONTINENTAL
GARDEN KITCHEN,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,BIRYANI
RED ONION RESTAURANT,BENZ CIRCLE AND AUTO NAGAR,4.0,311,400,VIJAYAWADA,INDIAN
LAKSHMI MESS AND CURRY POINT,BENZ CIRCLE AND AUTO NAGAR,4.0,311,100,VIJAYAWADA,NORTH INDIAN
SWAGRUHA FOODS,BENZ CIRCLE AND AUTO NAGAR,4.5,30,400,VIJAYAWADA,SWEETS
BEZAWADA RICE BOWL,BENZ CIRCLE AND AUTO NAGAR,4.0,311,250,VIJAYAWADA,CHINESE
NAIDU GARI VINDU,BENZ CIRCLE AND AUTO NAGAR,3.5,30,250,VIJAYAWADA,BIRYANI
ATHIDI  TIFFINS,BENZ CIRCLE AND AUTO NAGAR,4.5,300,250,VIJAYAWADA,SOUTH INDIAN
DOWNTOWN KITCHEN,BENZ CIRCLE AND AUTO NAGAR,4.0,300,200,VIJAYAWADA,FAST FOOD
SHAKES WORLD,BENZ CIRCLE AND AUTO NAGAR,4.5,800,150,VIJAYAWADA,BEVERAGES
MAMAAMIA DRIVE IN,BENZ CIRCLE AND AUTO NAGAR,4.0,80,300,VIJAYAWADA,CONTINENTAL
OH MY BIRYANI,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,BIRYANI
TAJ BIRYANI & PULKA POINT,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,BIRYANI
SUNRISE FOOD COURT AND BIRYANI HOUSE,BENZ CIRCLE AND AUTO NAGAR,4.0,80,300,VIJAYAWADA,INDIAN
MOMO MAMA,BENZ CIRCLE AND AUTO NAGAR,4.0,80,300,VIJAYAWADA,INDIAN
HOTEL URBAN DELIGHT SURABHI,BENZ CIRCLE AND AUTO NAGAR,4.0,311,350,VIJAYAWADA,NORTH INDIAN
GOOD MORNING FAST FOOD,BENZ CIRCLE AND AUTO NAGAR,4.0,3000,100,VIJAYAWADA,SOUTH INDIAN
ANDHRA CANTEEN,BENZ CIRCLE AND AUTO NAGAR,4.0,311,500,VIJAYAWADA,SOUTH INDIAN
LE CRUSTO,BENZ CIRCLE AND AUTO NAGAR,4.0,311,500,VIJAYAWADA,AMERICAN
TASTE BUDS,BENZ CIRCLE AND AUTO NAGAR,4.0,311,250,VIJAYAWADA,BIRYANI
ORGANIC CHITTI CHITTI NETI IDLYS,BENZ CIRCLE AND AUTO NAGAR,3.5,30,100,VIJAYAWADA,SOUTH INDIAN
SNACK MAGIC,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,CONTINENTAL
RAMESH PULKA POINT AND FAST FOODS,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,NORTH INDIAN
ROTI STOP,BENZ CIRCLE AND AUTO NAGAR,4.0,300,150,VIJAYAWADA,NORTH INDIAN
GETAWHEY,BENZ CIRCLE AND AUTO NAGAR,4.0,311,500,VIJAYAWADA,ICE CREAM
NAATI RUCHULU,BENZ CIRCLE AND AUTO NAGAR,4.0,30,400,VIJAYAWADA,SOUTH INDIAN
SIVA PULKA POINT AND FAST FOOD,BENZ CIRCLE AND AUTO NAGAR,4.5,300,150,VIJAYAWADA,NORTH INDIAN
SRI SAI PRIYANKA RESTAURANT,BENZ CIRCLE AND AUTO NAGAR,4.0,300,200,VIJAYAWADA,BIRYANI
"FROZEN BOTTLE - MILKSHAKES, DESSERTS AND ICE CREAM",BENZ CIRCLE AND AUTO NAGAR,4.0,30,250,VIJAYAWADA,BEVERAGES
LITTLE KITCHEN,BENZ CIRCLE AND AUTO NAGAR,4.0,80,250,VIJAYAWADA,BIRYANI
HEMA BAKERY -  BANDAR ROAD,BENZ CIRCLE AND AUTO NAGAR,4.0,311,300,VIJAYAWADA,BAKERY
DEVI  BIRYANI AND CHICKEN PAKODI CENTRE,BENZ CIRCLE AND AUTO NAGAR,3.0,300,400,VIJAYAWADA,CHINESE
PIZZA CUBE,BENZ CIRCLE AND AUTO NAGAR,4.0,311,250,VIJAYAWADA,PIZZAS
CHANDU'S KITCHEN MULTI CUISINE FAMILY RESTAURANT,BENZ CIRCLE AND AUTO NAGAR,4.0,311,1000,VIJAYAWADA,INDIAN
TEA'S N MORE,BENZ CIRCLE AND AUTO NAGAR,3.0,30,300,VIJAYAWADA,BEVERAGES
THE CHAI SPOT,BENZ CIRCLE AND AUTO NAGAR,4.0,300,100,VIJAYAWADA,BEVERAGES
TEA TYPES,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,BEVERAGES
MUNNA BHAI BIRYANIS AND ROTI CENTER,BENZ CIRCLE AND AUTO NAGAR,4.0,311,350,VIJAYAWADA,BIRYANI
COOL ZONE,BENZ CIRCLE AND AUTO NAGAR,4.5,30,200,VIJAYAWADA,BEVERAGES
BEZAWADA DHABA,BENZ CIRCLE AND AUTO NAGAR,3.0,30,300,VIJAYAWADA,NORTH INDIAN
PA GRELHADO FRANGO,BENZ CIRCLE AND AUTO NAGAR,4.0,311,250,VIJAYAWADA,CONTINENTAL
ALPAHARAM,BENZ CIRCLE AND AUTO NAGAR,3.5,30,150,VIJAYAWADA,BIRYANI
CHINESEXPRESS,BENZ CIRCLE AND AUTO NAGAR,4.0,311,300,VIJAYAWADA,CHINESE
LASSI AND SHAKES,BENZ CIRCLE AND AUTO NAGAR,4.0,300,100,VIJAYAWADA,BEVERAGES
ZWARMA,BENZ CIRCLE AND AUTO NAGAR,3.5,30,400,VIJAYAWADA,ARABIAN
A P BHAVAN RESTAURANT,BENZ CIRCLE AND AUTO NAGAR,3.5,800,100,VIJAYAWADA,INDIAN
DS MILK WORLD,BENZ CIRCLE AND AUTO NAGAR,4.5,80,100,VIJAYAWADA,BEVERAGES
COCOFIT,BENZ CIRCLE AND AUTO NAGAR,4.5,30,250,VIJAYAWADA,BEVERAGES
MONKEY SHAKES,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,BEVERAGES
BLUE FROG,BENZ CIRCLE AND AUTO NAGAR,4.0,311,250,VIJAYAWADA,CONTINENTAL
KUNAFA WORLD,BENZ CIRCLE AND AUTO NAGAR,4.5,30,400,VIJAYAWADA,DESSERTS
KAZU'S BIRYANI,BENZ CIRCLE AND AUTO NAGAR,4.0,311,250,VIJAYAWADA,BIRYANI
THE CONTINENTAL PARADISE,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,INDIAN
DECCAN MILKSHAKES,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,BEVERAGES
XOCOLAT THE CHOCOLATE LOUNGE,BENZ CIRCLE AND AUTO NAGAR,4.0,311,400,VIJAYAWADA,INDIAN
ORKA CAFE,BENZ CIRCLE AND AUTO NAGAR,4.0,30,800,VIJAYAWADA,INDIAN
V7,BENZ CIRCLE AND AUTO NAGAR,4.0,311,150,VIJAYAWADA,BEVERAGES
GATOX NATURAL ICE CREAM,BENZ CIRCLE AND AUTO NAGAR,4.5,80,150,VIJAYAWADA,DESSERTS
HUNGRY HOUSE,BENZ CIRCLE AND AUTO NAGAR,4.0,311,250,VIJAYAWADA,CONTINENTAL
THALAPPAKATTI BUCKET BIRYANI,BENZ CIRCLE AND AUTO NAGAR,4.0,311,200,VIJAYAWADA,BIRYANI
SYNERGY RESTAURANT,BENZ CIRCLE AND AUTO NAGAR,4.0,300,200,VIJAYAWADA,CHINESE
OH SO STONED,BENZ CIRCLE AND AUTO NAGAR,4.0,311,400,VIJAYAWADA,DESSERTS
THICKSHAKE MAKERS,BENZ CIRCLE AND AUTO NAGAR,4.0,311,300,VIJAYAWADA,BEVERAGES
MADHURIMA RESTAURANT,BENZ CIRCLE AND AUTO NAGAR,4.0,3000,250,VIJAYAWADA,BIRYANI
KONASEEMA RICE BOWL & SHAKES,BENZ CIRCLE AND AUTO NAGAR,4.0,311,400,VIJAYAWADA,SOUTH INDIAN
IDLY N IDLY'S BIRYANI,BENZ CIRCLE AND AUTO NAGAR,4.0,30,250,VIJAYAWADA,BIRYANI
MYFROYOLAND FROZEN YOGURT,BENZ CIRCLE AND AUTO NAGAR,4.0,30,400,VIJAYAWADA,DESSERTS
ONLY COMBOS,BENZ CIRCLE AND AUTO NAGAR,4.0,311,250,VIJAYAWADA,FAST FOOD
MR. COOL,BENZ CIRCLE AND AUTO NAGAR,4.5,80,100,VIJAYAWADA,BEVERAGES
