name,city,rating,rating_count,cost,main_city,cuisine
AB FOODS POINT,ABOHAR,4.5,91,200,OTHER,BEVERAGES
JANTA SWEET HOUSE,ABOHAR,4.5,80,200,OTHER,SWEETS
THEKA COFFEE DESI,ABOHAR,4.0,300,100,OTHER,BEVERAGES
SINGH HUT,ABOHAR,4.0,30,250,OTHER,FAST FOOD
GRILL MASTERS,ABOHAR,4.5,91,250,OTHER,ITALIAN-AMERICAN
SAM UNCLE,ABOHAR,4.0,30,200,OTHER,CONTINENTAL
SHERE PUNJAB VEG,ABOHAR,4.0,300,150,OTHER,NORTH INDIAN
SHRI BALAJI VAISHNO DHABA,ABOHAR,4.5,91,100,OTHER,NORTH INDIAN
HINGLAJ KACHORI BHANDHAR,ABOHAR,4.5,30,100,OTHER,SNACKS
YUMMY HUB,ABOHAR,4.5,91,200,OTHER,INDIAN
CHAWLA SAAB THE JUICE MASTER,ABOHAR,4.5,91,300,OTHER,JUICES
SETHI MILK BADAM,ABOHAR,4.5,30,100,OTHER,SWEETS
SWASTIK DHABA,ABOHAR,4.5,91,200,OTHER,NORTH INDIAN
JODHPURI KACHORI,ABOHAR,4.5,91,100,OTHER,SNACKS
BHARAWAN DA DHABA,ABOHAR,4.5,80,300,OTHER,INDIAN
TANDOORI NIGHTS,ABOHAR,4.5,91,300,OTHER,TANDOOR
ROLL EXPRESS,ABOHAR,4.0,30,200,OTHER,FAST FOOD
WAH JI WAAH VEG AND NON VEG CORNER,ABOHAR,4.5,91,200,OTHER,NORTH INDIAN
SHRI BALAJI FAST FOOD AND VARIETY STORE,ABOHAR,4.5,91,100,OTHER,INDIAN
FOODY MOOD,ABOHAR,5.0,30,300,OTHER,FAST FOOD
PUNJABI TADKA,ABOHAR,4.5,91,700,OTHER,PUNJABI
PUNJABI TADKA CHICKEN HUB,ABOHAR,4.5,91,650,OTHER,NORTH INDIAN
ROYAL CHICKEN,ABOHAR,4.5,30,200,OTHER,MUGHLAI
JUST BAKED,ABOHAR,4.5,91,300,OTHER,BEVERAGES
PICADO INTERNATIONAL FOOD,ABOHAR,4.5,91,300,OTHER,PIZZAS
PUBG CAFE,ABOHAR,4.5,91,200,OTHER,CHINESE
VERMA DHABA,ABOHAR,4.5,91,300,OTHER,INDIAN
FRESH FOOD CAFE,ABOHAR,4.5,91,150,OTHER,NORTH INDIAN
NAVU PIZZA HOUSE,ABOHAR,4.5,91,300,OTHER,PIZZAS
DOMINO'S PIZZA,ABOHAR,4.5,30,400,OTHER,PIZZAS
JOKER CAFE,ABOHAR,4.5,91,200,OTHER,INDIAN
DEEPAK DHABA,ABOHAR,4.5,91,350,OTHER,NORTH INDIAN
FUN TIME (SHARMA DAIRY),ABOHAR,4.5,91,300,OTHER,ICE CREAM
PARI HEALTHY FOOD,ABOHAR,4.5,91,300,OTHER,PIZZAS
BHATTI KI RASOI,ABOHAR,4.5,91,200,OTHER,NORTH INDIAN
SETHI PUNJABI RASOI,ABOHAR,4.5,91,300,OTHER,INDIAN
KURDA RAM DESI GHEE DHABA(ORIGINAL & FAMOUS),ABOHAR,4.5,91,250,OTHER,NORTH INDIAN
PARATHA 24X7,ABOHAR,4.5,91,150,OTHER,INDIAN
NIKKU VEG THALI,ABOHAR,4.5,300,150,OTHER,NORTH INDIAN
PARJAPATI FAST FOOD,ABOHAR,4.5,91,200,OTHER,FAST FOOD
GANESH FAST FOOD,ABOHAR,4.5,91,150,OTHER,CHAAT
MITRAN DA DHABA,ABOHAR,4.5,91,200,OTHER,NORTH INDIAN
THE SUPER CAFE,ABOHAR,4.5,91,250,OTHER,BEVERAGES
CHACHA SWEETS HOUSE,ABOHAR,4.5,91,200,OTHER,SWEETS
CAFE M,ABOHAR,4.5,91,200,OTHER,CONTINENTAL
FRANKIE ROLL JUNCTION,ABOHAR,4.5,91,60,OTHER,NORTH INDIAN
G.K DHABA,ABOHAR,4.5,91,300,OTHER,NORTH INDIAN
DAYA RAJ VEG VAISHNO DHABA AND  CATERS,ABOHAR,4.5,91,300,OTHER,CHINESE
JUICY BAR N RESTO,ABOHAR,4.5,91,300,OTHER,BEVERAGES
FRESHUB,ABOHAR,4.5,91,200,OTHER,BEVERAGES
THE FOOD FACTORY,ABOHAR,4.5,91,200,OTHER,NORTH INDIAN
MUNNA PUNJABI RASOI,ABOHAR,4.5,91,400,OTHER,CHINESE
GRILL MASTER BY SHARDA ANITA ENTERPRISES,ABOHAR,4.5,91,250,OTHER,FAST FOOD
MARUTI PLAZA,ABOHAR,4.5,91,150,OTHER,BEVERAGES
NIKKU CHAAP CAFE,ABOHAR,4.5,91,200,OTHER,INDIAN
DK FOOD POINT,ABOHAR,4.5,91,100,OTHER,CHAAT
TUMMY CLINIK FAST FOOD CORNER,ABOHAR,4.5,91,200,OTHER,SNACKS
SAGAR FAST FOOD,ABOHAR,4.5,91,200,OTHER,NORTH INDIAN
SUDESH FAST FOOD,ABOHAR,4.0,30,250,OTHER,BAKERY
SONU TANDOORI PATIES,ABOHAR,4.5,91,100,OTHER,NORTH INDIAN
BIHARI DA VAISHNO DHABA,ABOHAR,4.0,30,200,OTHER,NORTH INDIAN
SHRI GANESH SWEET HOUSE,ABOHAR,4.5,91,200,OTHER,INDIAN
SHARMA BAKERY,ADILABAD,3.5,30,100,OTHER,BAKERY
IFC RESTAURANT,ADILABAD,3.5,300,400,OTHER,AMERICAN
AYAPPA FAST FOOD,ADILABAD,4.0,30,100,OTHER,CHINESE
HOT N CHILL RESTAURANT,ADILABAD,3.5,300,150,OTHER,EUROPEAN
CHINA KITCHEN FAST FOOD,ADILABAD,3.5,30,150,OTHER,CHINESE
DEVI FAMILY RESTAURANT,ADILABAD,3.5,80,400,OTHER,INDIAN
INSTAA FAST FOOD CENTER,ADILABAD,3.5,101,250,OTHER,CHINESE
HOTEL RADHA GRAND FAMILY RESTAURANT,ADILABAD,3.5,80,200,OTHER,BIRYANI
HOTEL SURABHI GRAND,ADILABAD,4.0,300,300,OTHER,INDIAN
FOOD COURT,ADILABAD,3.5,80,400,OTHER,INDIAN
T-RUCHI,ADILABAD,3.5,101,300,OTHER,SWEETS
CRUNCHY FAST FOOD CENTRE,ADILABAD,3.5,101,150,OTHER,CHINESE
8AM TIFFINS,ADILABAD,3.5,101,100,OTHER,SOUTH INDIAN
MINERVA ICE CREAM,ADILABAD,4.0,30,250,OTHER,DESSERTS
AYYAPPA MESS,ADILABAD,3.5,101,200,OTHER,SOUTH INDIAN
FRUITASTY,ADILABAD,3.5,101,100,OTHER,BEVERAGES
LOTUS GRAND FAMILY RESTAURANT,ADILABAD,4.0,80,250,OTHER,BIRYANI
SHAIFAN TIFFIN CENTRE,ADILABAD,3.5,101,110,OTHER,STREET FOOD
FOOD ON WHEELS,ADILABAD,3.5,101,100,OTHER,SOUTH INDIAN
SRI SAI MOM'S KITCHEN RESTAURANT,ADILABAD,3.5,30,400,OTHER,BIRYANI
CHINA KITCHEN RESTAURANT,ADILABAD,3.5,101,250,OTHER,CHINESE
RENUKA HOTEL,ADILABAD,3.5,30,250,OTHER,SOUTH INDIAN
TANISHQ FAMILY RESTAURANT,ADILABAD,4.0,80,250,OTHER,CHINESE
KMC HOTEL,ADILABAD,4.0,30,100,OTHER,BIRYANI
RAMA JUICE AND SHAKES PARLOUR (LASSI N SHAKES ),ADILABAD,3.5,101,150,OTHER,INDIAN
KWALITY WALLS FROZEN DESSERT AND ICE CREAM SHOP,ADITYAPUR,5.0,30,300,OTHER,DESSERTS
LA PINO'Z PIZZA,ADITYAPUR,4.5,800,200,OTHER,PIZZAS
CHAW BOX,ADITYAPUR,3.5,300,300,OTHER,CHINESE
CAFE COFFEE DAY,ADITYAPUR,4.0,80,300,OTHER,BEVERAGES
ADITYA INN RESTAURANT,ADITYAPUR,4.0,300,150,OTHER,BIRYANI
TASTE VILLE,ADITYAPUR,4.0,254,100,OTHER,NORTH INDIAN
INDIAN BAKERY,ADITYAPUR,3.5,300,200,OTHER,BAKERY
MANNAT BAKERS,ADITYAPUR,4.0,254,300,OTHER,BAKERY
CHINA TOWN,ADITYAPUR,4.0,254,200,OTHER,CHINESE
THE ONYX (PURE VEG),ADITYAPUR,4.0,300,300,OTHER,INDIAN
KI & KA KITCHEN,ADITYAPUR,4.0,254,200,OTHER,CHINESE
MAGIC MOMO,ADITYAPUR,4.0,254,200,OTHER,CHINESE
YES YO MOMO,ADITYAPUR,4.0,254,150,OTHER,CHINESE
NEW GANGOUR SWEETS (ADITYAPUR),ADITYAPUR,4.0,80,200,OTHER,SOUTH INDIAN
NATIONAL BAKERY,ADITYAPUR,4.5,80,399,OTHER,BAKERY
BAKERY POINT.,ADITYAPUR,4.0,254,200,OTHER,BAKERY
KFC,ADITYAPUR,4.0,800,400,OTHER,AMERICAN
LUV BITES BAKERY,ADITYAPUR,4.0,254,250,OTHER,BAKERY
BUDDHA DELIGHT - GAMHARIA,ADITYAPUR,3.5,300,200,OTHER,CHINESE
DOSA PLANET,ADITYAPUR,4.0,800,249,OTHER,SOUTH INDIAN
SAMBHU DOSA,ADITYAPUR,4.0,254,150,OTHER,SOUTH INDIAN
RED OVEN,ADITYAPUR,4.0,254,250,OTHER,BAKERY
PIZZA HUT,ADITYAPUR,3.5,300,350,OTHER,PIZZAS
CHAMPARAN TASTE MUTTON CHICKEN,ADITYAPUR,4.0,254,100,OTHER,NORTH INDIAN
JUNCTION,ADITYAPUR,4.0,800,399,OTHER,INDIAN
KOLKATA ROYAL BIRYANI,ADITYAPUR,4.0,800,150,OTHER,BIRYANI
YUMMERICA FRIES,ADITYAPUR,4.0,80,400,OTHER,AMERICAN
TANDOORI HUT,ADITYAPUR,4.5,30,400,OTHER,NORTH INDIAN
KARIM'S,ADITYAPUR,3.0,30,500,OTHER,SNACKS
TANNDOORI HUT,ADITYAPUR,4.0,254,200,OTHER,CHINESE
NEW GANGOUR SWEETS (BISTUPUR),ADITYAPUR,4.5,300,99,OTHER,SWEETS
MOMO NATION CAFE,ADITYAPUR,4.0,80,200,OTHER,NEPALESE
NIC NATURAL ICE CREAMS,ADITYAPUR,4.5,800,120,OTHER,ICE CREAM
HALDIRAM'S PRABHUJI,ADITYAPUR,4.0,300,300,OTHER,NORTH INDIAN
BANARASI PAAN CAFE,ADITYAPUR,4.0,254,100,OTHER,PAAN
CHOWRINGHEE SQUARE,ADITYAPUR,3.5,30,250,OTHER,BIRYANI
KANYA RESTAURANT,ADITYAPUR,4.5,800,200,OTHER,NORTH INDIAN
DOMINO'S PIZZA,ADITYAPUR,4.5,80,400,OTHER,PIZZAS
MOTEL MADHUBAN,ADITYAPUR,4.5,300,499,OTHER,INDIAN
BAKER STREET,ADITYAPUR,4.5,300,150,OTHER,BAKERY
DASAPRAKASH,ADITYAPUR,4.5,300,400,OTHER,SOUTH INDIAN
KAILASH PARBATH,ADITYAPUR,4.0,254,400,OTHER,CHAAT
BIRYANI HOUSE,ADITYAPUR,3.0,30,499,OTHER,BIRYANI
LITTLE METRO,ADITYAPUR,4.0,300,200,OTHER,NORTH INDIAN
THE MADRASI HOTEL,ADITYAPUR,4.5,300,299,OTHER,SOUTH INDIAN
GRAMEEN KULFI,ADITYAPUR,4.5,300,120,OTHER,ICE CREAM
ASIAN INN,ADITYAPUR,4.0,3000,399,OTHER,INDIAN
BIGGIES BURGER,ADITYAPUR,4.0,300,300,OTHER,AMERICAN
KAVERI (ADITYAPUR),ADITYAPUR,3.5,300,200,OTHER,INDIAN
SCOOPS OF JOY,ADITYAPUR,4.0,254,200,OTHER,ICE CREAM
SUBWAY,ADITYAPUR,3.5,300,350,OTHER,HEALTHY FOOD
DEEP CHINESE FAST FOOD,ADITYAPUR,4.0,254,200,OTHER,CHINESE
WHAT'S UP FOOD,ADITYAPUR,4.0,30,200,OTHER,CHINESE
AUROUS RESTRO LOUNGE,ADITYAPUR,4.0,300,500,OTHER,CONTINENTAL
THE NOVELTY,ADITYAPUR,3.0,30,249,OTHER,SOUTH INDIAN
ANAND,ADITYAPUR,4.5,800,299,OTHER,SOUTH INDIAN
KOLKATA BIRYANI - JUGSALAI,ADITYAPUR,4.0,80,150,OTHER,BIRYANI
MAHI MOMOS,ADITYAPUR,4.0,254,200,OTHER,CHINESE
THE BAWARCHI,ADITYAPUR,2.5,30,150,OTHER,NORTH INDIAN
BEYOND TEMPTATION,ADITYAPUR,3.5,30,199,OTHER,PIZZAS
MILANEE S KITCHEN,ADITYAPUR,4.5,300,399,OTHER,BENGALI
AL KARIM FAST FOOD,ADITYAPUR,4.5,300,200,OTHER,STREET FOOD
RAJ SWEETS AND SNACKES (SINDHI),ADITYAPUR,4.0,30,200,OTHER,INDIAN
THE MOTI MAHAL,ADITYAPUR,3.5,300,399,OTHER,INDIAN
MANOHAR MAHARAJ & SONS,ADITYAPUR,4.5,80,100,OTHER,SOUTH INDIAN
CHINESE INN,ADITYAPUR,4.5,80,399,OTHER,CHINESE
DELLISH,ADITYAPUR,4.0,30,300,OTHER,CHINESE
RAMESH KULFI,ADITYAPUR,3.5,30,200,OTHER,CHINESE
NEW GANGOUR SWEETS,ADITYAPUR,4.5,80,200,OTHER,SWEETS
FAKIRA CHANACHUR,ADITYAPUR,4.5,30,199,OTHER,SNACKS
YASH SIDDHANT TAKEAWAY,ADITYAPUR,4.0,254,100,OTHER,SOUTH INDIAN
SEHAT WORLD,ADITYAPUR,4.0,30,50,OTHER,BEVERAGES
BRUBECK BAKERY,ADITYAPUR,4.5,300,200,OTHER,BAKERY
ANNAPURNA,ADITYAPUR,4.5,30,200,OTHER,CHINESE
THE CHOCOLATE ROOM,ADITYAPUR,4.0,30,400,OTHER,BAKERY
LE BON,ADITYAPUR,4.5,300,399,OTHER,BAKERY
FOODIE BABA,ADITYAPUR,4.0,254,200,OTHER,CHINESE
NEW CHAPPAN BHOG - BISTUPUR,ADITYAPUR,4.5,30,200,OTHER,SWEETS
TIME OUT,ADITYAPUR,4.5,300,299,OTHER,CHAAT
GUAVA - ALL DAY BISTRO,ADITYAPUR,4.0,80,300,OTHER,CHINESE
LAZIZ BIRYANI,ADITYAPUR,4.0,254,150,OTHER,BIRYANI
CHULHA CHAUKA,ADITYAPUR,3.5,30,100,OTHER,THALIS
OLIVE  MULTICUISINE RESTAURANT,ADITYAPUR,4.0,80,300,OTHER,CHINESE
HONG KONG,ADITYAPUR,4.0,30,400,OTHER,CHINESE
BAKING BOND,ADITYAPUR,4.5,30,199,OTHER,BAKERY
MUMMY SPECIAL KITCHEN,ADITYAPUR,4.0,254,250,OTHER,INDIAN
DESI BIDESI,ADITYAPUR,4.0,254,200,OTHER,NORTH INDIAN
PUJA BHOJNALAYA,ADITYAPUR,4.0,254,200,OTHER,INDIAN
BLOOMS,ADITYAPUR,4.0,80,250,OTHER,INDIAN
CHAI BREAK,ADITYAPUR,4.5,30,400,OTHER,NORTH INDIAN
BIRYANI  WALE,ADITYAPUR,2.5,80,200,OTHER,BIRYANI
KEBABCHI,ADITYAPUR,4.0,254,300,OTHER,INDIAN
PIZZA PEDDLER,ADITYAPUR,4.0,80,200,OTHER,PIZZAS
VEGGIE CORNER( HOTEL NATARAJ),ADITYAPUR,4.5,30,499,OTHER,PIZZAS
DOSA KING,ADITYAPUR,4.0,254,200,OTHER,SOUTH INDIAN
BHATIA MILKSHAKE,ADITYAPUR,4.5,30,299,OTHER,BEVERAGES
CANDLE LIGHT,ADITYAPUR,4.0,254,250,OTHER,INDIAN
RECIPE,ADITYAPUR,4.0,254,300,OTHER,INDIAN
EQUINOX,ADITYAPUR,4.5,30,400,OTHER,INDIAN
THE BOULANGERIE,ADITYAPUR,4.0,254,300,OTHER,BAKERY
MOTHER'S BAKERY,ADITYAPUR,4.0,254,200,OTHER,BAKERY
THANCO'S NATURAL ICE CREAM,ADITYAPUR,4.5,30,299,OTHER,ICE CREAM
GOPALRAM RESTAURANT,ADITYAPUR,4.0,254,100,OTHER,SOUTH INDIAN
MEDIVALS MEAL,ADITYAPUR,4.0,254,250,OTHER,CHINESE
KWALITY,ADITYAPUR,4.0,30,499,OTHER,INDIAN
CHINESE FUSION,ADITYAPUR,4.0,254,200,OTHER,INDIAN
BON APPETIT,ADITYAPUR,4.5,30,300,OTHER,INDIAN
JH05 CAFE,ADITYAPUR,4.0,254,200,OTHER,CHINESE
SOCIAL 75,ADITYAPUR,4.0,30,399,OTHER,CONTINENTAL
AADD M AADD B,ADITYAPUR,4.0,254,180,OTHER,ICE CREAM
BASKIN ROBBINS,ADITYAPUR,5.0,80,250,OTHER,DESSERTS
BLUE SAPPHIRE,ADITYAPUR,4.0,254,200,OTHER,INDIAN
BAMBOO CAFE,ADITYAPUR,4.0,254,100,OTHER,INDIAN
SAGAR'S KITCHEN KRAFT,ADITYAPUR,4.0,80,199,OTHER,INDIAN
PAJJI DA LASSI,ADITYAPUR,4.0,254,100,OTHER,BEVERAGES
FAKIRA CHANACHUR (TULSI BHAWAN),ADITYAPUR,4.0,254,100,OTHER,INDIAN
THE FOOD CIRCUS,ADITYAPUR,4.0,254,299,OTHER,CHINESE
CRUNCHICKEN,ADITYAPUR,4.0,254,300,OTHER,INDIAN
DELIGHT FOODS,ADITYAPUR,4.0,254,200,OTHER,INDIAN
SAGAR SWEETS,ADITYAPUR,4.0,254,250,OTHER,INDIAN
SPICE ZONE( HOTEL NATARAJ),ADITYAPUR,4.0,254,250,OTHER,INDIAN
LION'S PRIDE,ADITYAPUR,3.5,30,200,OTHER,NORTH INDIAN
MAINLAND INDIA,ADITYAPUR,4.0,254,200,OTHER,INDIAN
SO CHINA,ADITYAPUR,4.0,254,299,OTHER,CHINESE
CAFE REGAL,ADITYAPUR,4.0,254,200,OTHER,FAST FOOD
CHOPSTICKS,ADITYAPUR,3.5,30,499,OTHER,INDIAN
MOMO KITCHEN,ADITYAPUR,4.0,254,200,OTHER,CHINESE
AL- HUSSAIN RESTAURANT,ADITYAPUR,4.0,254,300,OTHER,CHINESE
TASTE OF CHINA,ADITYAPUR,4.0,254,199,OTHER,CHINESE
TAZ CAKES N MOUSSE.,ADITYAPUR,4.0,254,200,OTHER,DESSERTS
TASTY SPOON & GUNGUN TIFFIN,ADITYAPUR,4.0,254,200,OTHER,INDIAN
NEW US PIZZA,ADITYAPUR,4.0,300,299,OTHER,PIZZAS
BHOOK PYAAS,ADITYAPUR,3.5,30,200,OTHER,CHINESE
ADITI FOODS,ADITYAPUR,4.0,30,100,OTHER,INDIAN
CHINIMAMA,ADITYAPUR,4.5,30,199,OTHER,CHINESE
BRUNCH ITALINO (KADMA MARKET),ADITYAPUR,4.0,30,200,OTHER,BAKERY
RAJASTHAN SHARMA HOTEL,ADITYAPUR,4.0,254,200,OTHER,SWEETS
CHEF CORNER,ADITYAPUR,4.0,800,299,OTHER,INDIAN
BRUNCH ITALIANO,ADITYAPUR,4.0,254,200,OTHER,BAKERY
AB PALACE,ADITYAPUR,3.5,30,200,OTHER,CHINESE
MATHURA MISTAN BHANDAR,ADITYAPUR,4.5,300,200,OTHER,SWEETS
BS BAKERY & CAFE,ADITYAPUR,4.0,254,200,OTHER,BAKERY
MUMBAI CHAT,ADITYAPUR,4.0,254,100,OTHER,CHAAT
PIZZAPURAM,ADITYAPUR,4.0,300,200,OTHER,PIZZAS
SURESH SOUTH INDIAN KITCHEN,ADITYAPUR,4.0,254,200,OTHER,SOUTH INDIAN
GOPAL DOSA,ADITYAPUR,4.5,300,100,OTHER,SOUTH INDIAN
APNA ADDA,ADITYAPUR,4.5,80,150,OTHER,CHINESE
ARYAN MAGGI STALL,ADITYAPUR,4.0,254,150,OTHER,FAST FOOD
BABU MOSHAI,ADITYAPUR,4.0,80,349,OTHER,INDIAN
JUNCTION RESTAURANT,ADITYAPUR,4.0,3000,399,OTHER,INDIAN
MINTELAA,ADITYAPUR,4.0,254,1000,OTHER,CHINESE
THE BIHARI  RESTURANT,ADITYAPUR,4.5,80,200,OTHER,NORTH INDIAN
DELIGHT FOOD CORNER,ADITYAPUR,4.0,254,100,OTHER,CHINESE
DELHI DARBAR (SAKCHI ),ADITYAPUR,4.0,300,200,OTHER,CHINESE
SHYAM STORE,ADITYAPUR,4.0,254,250,OTHER,INDIAN
THE HUNGRY BIRD,ADITYAPUR,4.0,800,300,OTHER,NORTH INDIAN
FOODILICIOUS,ADITYAPUR,4.0,254,400,OTHER,INDIAN
THE KANNELITE,ADITYAPUR,4.0,254,599,OTHER,INDIAN
MANOHAR CHAT,ADITYAPUR,4.5,300,150,OTHER,CHINESE
DOSA HUT,ADITYAPUR,4.0,300,200,OTHER,SOUTH INDIAN
COOK'S CORNER,ADITYAPUR,4.0,254,200,OTHER,CHINESE
CHICAGO PIZZA,ADITYAPUR,3.5,300,299,OTHER,PIZZAS
NEW CHAPPAN BHOG - SAKCHI,ADITYAPUR,4.5,300,200,OTHER,SWEETS
LAZIZ PIZZA,ADITYAPUR,4.0,300,300,OTHER,PIZZAS
SAKCHI MISTAN BHANDAR,ADITYAPUR,4.5,300,200,OTHER,SWEETS
BIKKGANE BIRYANI,ADITYAPUR,4.5,300,350,OTHER,BIRYANI
CAMPUS ADDA,ADITYAPUR,4.0,300,200,OTHER,CHINESE
NEW KOLKATA ARSALAN BIRYANI,ADITYAPUR,4.0,80,250,OTHER,BIRYANI
PIZZA CAMPUS,ADITYAPUR,4.0,254,150,OTHER,FAST FOOD
DEEP DELIGHTED KITCHEN,ADITYAPUR,4.0,254,150,OTHER,CHINESE
BIRYANI BY KILO,ADITYAPUR,4.5,800,600,OTHER,BIRYANI
AMERICAN WAFFLE HOUSE,ADITYAPUR,4.5,300,200,OTHER,WAFFLE
CHAI SUTTA BAR,ADITYAPUR,4.0,254,200,OTHER,BEVERAGES
NEW DOLPHIN BAKERY,ADITYAPUR,4.0,254,250,OTHER,BAKERY
LAKHI EGG ROLL & CATERER,ADITYAPUR,3.5,300,299,OTHER,CHINESE
THE WHITE ROSE,ADITYAPUR,4.0,300,499,OTHER,INDIAN
THE BELGIAN WAFFLE CO.,ADITYAPUR,4.5,300,200,OTHER,BEVERAGES
SAFFRON,ADITYAPUR,4.0,300,400,OTHER,INDIAN
BRUNCH ITALIANO (SAKCHI),ADITYAPUR,4.0,80,300,OTHER,BAKERY
UTTAR DAKSHIN,ADITYAPUR,4.0,800,200,OTHER,INDIAN
SAGAR RESTAURANT,ADITYAPUR,4.5,30,299,OTHER,INDIAN
SILVER SPOON,ADITYAPUR,4.5,300,200,OTHER,INDIAN
PAPPU HOTEL,ADITYAPUR,3.0,300,200,OTHER,BIRYANI
SHRESHTHAM,ADITYAPUR,3.5,30,200,OTHER,SNACKS
ROYAL MAX - SAKCHI,ADITYAPUR,4.0,254,399,OTHER,BAKERY
THE BIRYANI BOXX,ADITYAPUR,4.0,30,200,OTHER,BIRYANI
CAKE PLANET,ADITYAPUR,4.0,254,200,OTHER,BAKERY
BIRYANI BADSHAH,ADITYAPUR,4.5,80,350,OTHER,BIRYANI
TINKONIYA HOTEL,ADITYAPUR,4.0,80,150,OTHER,SNACKS
PAPPU RESTAURANT,ADITYAPUR,3.5,800,200,OTHER,INDIAN
JALSA RESTAURANT,ADITYAPUR,4.5,300,200,OTHER,BENGALI
BROTHER'S CHAAP AND DHABA,ADITYAPUR,4.0,30,200,OTHER,NORTH INDIAN
A2B  ANIRAMS AAHAR BHAVAN,ADITYAPUR,4.0,254,300,OTHER,SOUTH INDIAN
THE HUNGER OUT,ADITYAPUR,4.0,254,200,OTHER,NORTH INDIAN
BROTHER'S DHABA,ADITYAPUR,4.0,254,399,OTHER,NORTH INDIAN
KATHI JUNCTION,ADITYAPUR,4.0,254,200,OTHER,SNACKS
COZY CORNER,ADITYAPUR,4.0,254,200,OTHER,INDIAN
SHAWARMA 83,ADITYAPUR,4.0,254,199,OTHER,ARABIAN
THE DUGOUT,ADITYAPUR,4.0,30,499,OTHER,INDIAN
J K RESIDENCY,ADITYAPUR,4.5,80,400,OTHER,INDIAN
MEALS @ ONE,ADITYAPUR,3.5,300,200,OTHER,COMBO
KEBABS & CURRY,ADITYAPUR,4.0,30,300,OTHER,INDIAN
NABJIBAN KULFI,ADITYAPUR,4.5,30,299,OTHER,ICE CREAM
BREWERS CAFE,ADITYAPUR,4.0,254,200,OTHER,CHINESE
PARATHA EXPRESS,ADITYAPUR,4.0,254,200,OTHER,INDIAN
PUJA SWEETS SAKCHI,ADITYAPUR,4.0,254,100,OTHER,SWEETS
TRULY PUBLIK,ADITYAPUR,4.0,254,800,OTHER,CHINESE
UNPLUGGED RESTAURANT,ADITYAPUR,4.0,254,350,OTHER,NORTH INDIAN
HAVELI,ADITYAPUR,4.0,254,450,OTHER,CHINESE
ZAAFFRAN RESTAURANT,ADITYAPUR,4.0,254,100,OTHER,BIRYANI
CRAZY PAKODA,ADITYAPUR,4.0,254,200,OTHER,SNACKS
LOUNGE AND SKY DINING,ADITYAPUR,4.0,254,300,OTHER,NORTH INDIAN
MOMO SQUARE,ADITYAPUR,3.5,80,200,OTHER,TIBETAN
SAI REGENCY,ADITYAPUR,4.0,300,200,OTHER,INDIAN
WOK TOK ASIA,ADITYAPUR,4.0,254,299,OTHER,CHINESE
JIVA HOTEL,ADITYAPUR,4.5,300,599,OTHER,NORTH INDIAN
T MATTER,ADITYAPUR,4.0,254,300,OTHER,BEVERAGES
ICE CREAM CONECTION,ADITYAPUR,4.0,254,200,OTHER,BEVERAGES
NANI'S HOMEMADE CHOCOLATES,ADITYAPUR,4.0,254,100,OTHER,DESSERTS
LALAJI,ADITYAPUR,4.0,254,250,OTHER,INDIAN
GALAXY SWEET & SNACKS,ADITYAPUR,4.0,30,150,OTHER,CHINESE
BAKING LOVE BY ANITA,ADITYAPUR,4.0,254,100,OTHER,BAKERY
THAALI WALA (PURE VEG THALI),ADITYAPUR,3.5,30,199,OTHER,THALIS
AQUA FUMES,ADITYAPUR,4.0,254,400,OTHER,CHINESE
THE FOOD BOWL,ADITYAPUR,4.0,254,200,OTHER,CHINESE
MAD JACK CONTINENTAL & SOUTH INDIAN,ADITYAPUR,4.0,254,200,OTHER,INDIAN
3 PEG RESTRO & BAR,ADITYAPUR,4.0,254,200,OTHER,INDIAN
RETRO GARDEN,ADITYAPUR,4.0,254,200,OTHER,CHINESE
BURGER BUDDY,ADITYAPUR,4.5,300,150,OTHER,BURGERS
BIRYANI KING,ADITYAPUR,4.0,254,200,OTHER,BIRYANI
HAPPIER,ADITYAPUR,4.0,254,200,OTHER,SOUTH INDIAN
DYNABITE,ADITYAPUR,4.0,254,100,OTHER,NORTH INDIAN
"FROZEN BOTTLE - MILKSHAKES, DESSERTS AND ICE CREAM",ADITYAPUR,4.0,254,200,OTHER,BEVERAGES
KAVYA MOMOS,ADITYAPUR,4.0,254,150,OTHER,STREET FOOD
THE SANDWICH CO,ADITYAPUR,4.0,254,200,OTHER,SNACKS
BIRYANI BLOOMS,ADITYAPUR,4.0,254,200,OTHER,BIRYANI
VADILAL ICE CREAMS,ADITYAPUR,5.0,80,200,OTHER,ICE CREAM
FUSION RESTAURANT,ADITYAPUR,4.0,800,350,OTHER,NORTH INDIAN
THE HEIGHT 18,ADITYAPUR,3.0,30,200,OTHER,INDIAN
THE VILLA (MALGUDI STATION),ADITYAPUR,4.0,254,200,OTHER,SOUTH INDIAN
CHEERS PARATHA,ADITYAPUR,4.0,254,300,OTHER,NORTH INDIAN
THE BUN FACTORY,ADITYAPUR,4.0,254,200,OTHER,SNACKS
COFFEE HOUSE,ADITYAPUR,4.0,254,150,OTHER,BEVERAGES
ANDE KA FUNDA,ADITYAPUR,4.0,254,199,OTHER,SNACKS
DOSA CAFE (HOTEL GANGA REGENCY),ADITYAPUR,4.5,300,199,OTHER,SOUTH INDIAN
HOTEL GANGA REGENCY,ADITYAPUR,4.5,3000,399,OTHER,INDIAN
